"source","target","correlation","direct","cor"
"fun_ASV_267","bac_ASV_12",-0.739938080495356,"undirected","-"
"fun_ASV_85","bac_ASV_12",-0.766769865841073,"undirected","-"
"fun_ASV_608","bac_ASV_12",-0.770897832817337,"undirected","-"
"fun_ASV_151","bac_ASV_12",0.698658410732714,"undirected","+"
"fun_ASV_42","bac_ASV_12",0.719298245614035,"undirected","+"
"fun_ASV_338","bac_ASV_12",0.726838265552105,"undirected","+"
"fun_ASV_317","bac_ASV_12",-0.688805945718296,"undirected","-"
"fun_ASV_68","bac_ASV_12",0.787409700722394,"undirected","+"
"fun_ASV_246","bac_ASV_12",-0.865841073271414,"undirected","-"
"fun_ASV_847","bac_ASV_12",-0.730300279797711,"undirected","-"
"fun_ASV_578","bac_ASV_12",-0.725490196078431,"undirected","-"
"fun_ASV_135","bac_ASV_12",-0.745860655077492,"undirected","-"
"fun_ASV_314","bac_ASV_12",-0.773360970381288,"undirected","-"
"fun_ASV_225","bac_ASV_1159",0.742002063983488,"undirected","+"
"fun_ASV_20","bac_ASV_1159",-0.692466460268318,"undirected","-"
"fun_ASV_3","bac_ASV_1159",-0.708978328173375,"undirected","-"
"fun_ASV_203","bac_ASV_1159",0.702786377708978,"undirected","+"
"fun_ASV_36","bac_ASV_1159",0.73374613003096,"undirected","+"
"fun_ASV_256","bac_ASV_1159",0.750257997936017,"undirected","+"
"fun_ASV_233","bac_ASV_1159",0.843137254901961,"undirected","+"
"fun_ASV_311","bac_ASV_1159",0.69453044375645,"undirected","+"
"fun_ASV_515","bac_ASV_1159",0.700722394220846,"undirected","+"
"fun_ASV_45","bac_ASV_1159",0.73374613003096,"undirected","+"
"fun_ASV_334","bac_ASV_1159",0.738599146613594,"undirected","+"
"fun_ASV_237","bac_ASV_1159",0.715170278637771,"undirected","+"
"fun_ASV_122","bac_ASV_1159",0.814241486068112,"undirected","+"
"fun_ASV_290","bac_ASV_1159",0.742002063983488,"undirected","+"
"fun_ASV_68","bac_ASV_1159",-0.69453044375645,"undirected","-"
"fun_ASV_39","bac_ASV_1159",0.70485036119711,"undirected","+"
"fun_ASV_187","bac_ASV_1159",0.711042311661507,"undirected","+"
"fun_ASV_145","bac_ASV_1159",0.686274509803922,"undirected","+"
"fun_ASV_93","bac_ASV_1159",-0.690402476780186,"undirected","-"
"fun_ASV_595","bac_ASV_1159",0.781064362838633,"undirected","+"
"fun_ASV_91","bac_ASV_229",0.682146542827657,"undirected","+"
"fun_ASV_138","bac_ASV_229",0.739938080495356,"undirected","+"
"fun_ASV_24","bac_ASV_229",-0.775025799793602,"undirected","-"
"fun_ASV_203","bac_ASV_229",0.87203302373581,"undirected","+"
"fun_ASV_36","bac_ASV_229",0.758513931888545,"undirected","+"
"fun_ASV_256","bac_ASV_229",0.715170278637771,"undirected","+"
"fun_ASV_311","bac_ASV_229",0.706914344685243,"undirected","+"
"fun_ASV_268","bac_ASV_229",0.69453044375645,"undirected","+"
"fun_ASV_5","bac_ASV_229",0.770897832817337,"undirected","+"
"fun_ASV_99","bac_ASV_229",0.752321981424149,"undirected","+"
"fun_ASV_76","bac_ASV_229",0.789473684210526,"undirected","+"
"fun_ASV_267","bac_ASV_229",0.690402476780186,"undirected","+"
"fun_ASV_334","bac_ASV_229",0.695030095830208,"undirected","+"
"fun_ASV_608","bac_ASV_229",0.742002063983488,"undirected","+"
"fun_ASV_317","bac_ASV_229",0.841297623460147,"undirected","+"
"fun_ASV_237","bac_ASV_229",0.82249742002064,"undirected","+"
"fun_ASV_68","bac_ASV_229",-0.742002063983488,"undirected","-"
"fun_ASV_246","bac_ASV_229",0.795665634674923,"undirected","+"
"fun_ASV_578","bac_ASV_229",0.729618163054696,"undirected","+"
"fun_ASV_135","bac_ASV_229",0.688805945718296,"undirected","+"
"fun_ASV_38","bac_ASV_152",0.690402476780186,"undirected","+"
"fun_ASV_3","bac_ASV_152",-0.684210526315789,"undirected","-"
"fun_ASV_689","bac_ASV_152",0.813629432123438,"undirected","+"
"fun_ASV_203","bac_ASV_152",0.692466460268318,"undirected","+"
"fun_ASV_36","bac_ASV_152",0.731682146542828,"undirected","+"
"fun_ASV_256","bac_ASV_152",0.723426212590299,"undirected","+"
"fun_ASV_454","bac_ASV_152",0.789473684210526,"undirected","+"
"fun_ASV_233","bac_ASV_152",0.882352941176471,"undirected","+"
"fun_ASV_268","bac_ASV_152",0.847265221878225,"undirected","+"
"fun_ASV_215","bac_ASV_152",0.764705882352941,"undirected","+"
"fun_ASV_5","bac_ASV_152",0.739938080495356,"undirected","+"
"fun_ASV_273","bac_ASV_152",0.764705882352941,"undirected","+"
"fun_ASV_45","bac_ASV_152",0.8328173374613,"undirected","+"
"fun_ASV_13","bac_ASV_152",0.706914344685243,"undirected","+"
"fun_ASV_237","bac_ASV_152",0.74406604747162,"undirected","+"
"fun_ASV_68","bac_ASV_152",-0.708978328173375,"undirected","-"
"fun_ASV_8","bac_ASV_152",0.696594427244582,"undirected","+"
"fun_ASV_32","bac_ASV_152",0.708978328173375,"undirected","+"
"fun_ASV_69","bac_ASV_152",0.708978328173375,"undirected","+"
"fun_ASV_145","bac_ASV_152",0.752321981424149,"undirected","+"
"fun_ASV_689","bac_ASV_30",0.691791522236933,"undirected","+"
"fun_ASV_203","bac_ASV_30",0.700722394220846,"undirected","+"
"fun_ASV_51","bac_ASV_30",-0.715170278637771,"undirected","-"
"fun_ASV_36","bac_ASV_30",0.684210526315789,"undirected","+"
"fun_ASV_454","bac_ASV_30",0.742002063983488,"undirected","+"
"fun_ASV_233","bac_ASV_30",0.719298245614035,"undirected","+"
"fun_ASV_311","bac_ASV_30",0.700722394220846,"undirected","+"
"fun_ASV_268","bac_ASV_30",0.686274509803922,"undirected","+"
"fun_ASV_215","bac_ASV_30",0.775025799793602,"undirected","+"
"fun_ASV_5","bac_ASV_30",0.787409700722394,"undirected","+"
"fun_ASV_273","bac_ASV_30",0.760577915376677,"undirected","+"
"fun_ASV_45","bac_ASV_30",0.748194014447884,"undirected","+"
"fun_ASV_349","bac_ASV_30",0.692466460268318,"undirected","+"
"fun_ASV_13","bac_ASV_30",0.760577915376677,"undirected","+"
"fun_ASV_76","bac_ASV_30",0.760577915376677,"undirected","+"
"fun_ASV_237","bac_ASV_30",0.70485036119711,"undirected","+"
"fun_ASV_246","bac_ASV_30",0.682146542827657,"undirected","+"
"fun_ASV_847","bac_ASV_30",0.691918020774252,"undirected","+"
"fun_ASV_425","bac_ASV_30",0.826774606532352,"undirected","+"
"fun_ASV_138","bac_ASV_425",0.715170278637771,"undirected","+"
"fun_ASV_100","bac_ASV_425",-0.682146542827657,"undirected","-"
"fun_ASV_689","bac_ASV_425",0.70521434281765,"undirected","+"
"fun_ASV_203","bac_ASV_425",0.77296181630547,"undirected","+"
"fun_ASV_36","bac_ASV_425",0.684210526315789,"undirected","+"
"fun_ASV_256","bac_ASV_425",0.73374613003096,"undirected","+"
"fun_ASV_311","bac_ASV_425",0.742002063983488,"undirected","+"
"fun_ASV_268","bac_ASV_425",0.727554179566563,"undirected","+"
"fun_ASV_5","bac_ASV_425",0.682146542827657,"undirected","+"
"fun_ASV_76","bac_ASV_425",0.791537667698658,"undirected","+"
"fun_ASV_608","bac_ASV_425",0.814241486068112,"undirected","+"
"fun_ASV_393","bac_ASV_425",0.713474540098091,"undirected","+"
"fun_ASV_317","bac_ASV_425",0.743785938373521,"undirected","+"
"fun_ASV_68","bac_ASV_425",-0.73374613003096,"undirected","-"
"fun_ASV_246","bac_ASV_425",0.859649122807018,"undirected","+"
"fun_ASV_847","bac_ASV_425",0.722001412981828,"undirected","+"
"fun_ASV_578","bac_ASV_425",0.70485036119711,"undirected","+"
"fun_ASV_135","bac_ASV_425",0.759346313653302,"undirected","+"
"fun_ASV_314","bac_ASV_425",0.752710477180186,"undirected","+"
"fun_ASV_225","bac_ASV_619",0.727554179566563,"undirected","+"
"fun_ASV_138","bac_ASV_619",0.742002063983488,"undirected","+"
"fun_ASV_105","bac_ASV_619",0.696594427244582,"undirected","+"
"fun_ASV_3","bac_ASV_619",-0.682146542827657,"undirected","-"
"fun_ASV_689","bac_ASV_619",0.700051719517374,"undirected","+"
"fun_ASV_203","bac_ASV_619",0.711042311661507,"undirected","+"
"fun_ASV_36","bac_ASV_619",0.706914344685243,"undirected","+"
"fun_ASV_256","bac_ASV_619",0.713106295149639,"undirected","+"
"fun_ASV_233","bac_ASV_619",0.799793601651187,"undirected","+"
"fun_ASV_268","bac_ASV_619",0.735810113519092,"undirected","+"
"fun_ASV_215","bac_ASV_619",0.702786377708978,"undirected","+"
"fun_ASV_5","bac_ASV_619",0.760577915376677,"undirected","+"
"fun_ASV_273","bac_ASV_619",0.682146542827657,"undirected","+"
"fun_ASV_45","bac_ASV_619",0.746130030959752,"undirected","+"
"fun_ASV_13","bac_ASV_619",0.77296181630547,"undirected","+"
"fun_ASV_237","bac_ASV_619",0.859649122807018,"undirected","+"
"fun_ASV_32","bac_ASV_619",0.706914344685243,"undirected","+"
"fun_ASV_69","bac_ASV_619",0.857585139318885,"undirected","+"
"fun_ASV_145","bac_ASV_619",0.764705882352941,"undirected","+"
"fun_ASV_203","bac_ASV_92",0.77296181630547,"undirected","+"
"fun_ASV_80","bac_ASV_92",-0.702786377708978,"undirected","-"
"fun_ASV_256","bac_ASV_92",0.775025799793602,"undirected","+"
"fun_ASV_311","bac_ASV_92",0.828689370485036,"undirected","+"
"fun_ASV_99","bac_ASV_92",0.684210526315789,"undirected","+"
"fun_ASV_76","bac_ASV_92",0.725490196078431,"undirected","+"
"fun_ASV_267","bac_ASV_92",0.708978328173375,"undirected","+"
"fun_ASV_85","bac_ASV_92",0.781217750257998,"undirected","+"
"fun_ASV_608","bac_ASV_92",0.826625386996904,"undirected","+"
"fun_ASV_151","bac_ASV_92",-0.727554179566563,"undirected","-"
"fun_ASV_42","bac_ASV_92",-0.696594427244582,"undirected","-"
"fun_ASV_338","bac_ASV_92",-0.718495789046486,"undirected","-"
"fun_ASV_317","bac_ASV_92",0.732374996501682,"undirected","+"
"fun_ASV_68","bac_ASV_92",-0.779153766769866,"undirected","-"
"fun_ASV_246","bac_ASV_92",0.874097007223942,"undirected","+"
"fun_ASV_578","bac_ASV_92",0.69453044375645,"undirected","+"
"fun_ASV_26","bac_ASV_92",0.682146542827657,"undirected","+"
"fun_ASV_135","bac_ASV_92",0.803952722788674,"undirected","+"
"fun_ASV_314","bac_ASV_92",0.70727939213776,"undirected","+"
"fun_ASV_152","bac_ASV_227",-0.79360165118679,"undirected","-"
"fun_ASV_116","bac_ASV_227",-0.810113519091847,"undirected","-"
"fun_ASV_24","bac_ASV_227",-0.742002063983488,"undirected","-"
"fun_ASV_100","bac_ASV_227",-0.700722394220846,"undirected","-"
"fun_ASV_203","bac_ASV_227",0.762641898864809,"undirected","+"
"fun_ASV_36","bac_ASV_227",0.698658410732714,"undirected","+"
"fun_ASV_256","bac_ASV_227",0.719298245614035,"undirected","+"
"fun_ASV_311","bac_ASV_227",0.688338493292054,"undirected","+"
"fun_ASV_334","bac_ASV_227",0.79357913926882,"undirected","+"
"fun_ASV_151","bac_ASV_227",-0.682146542827657,"undirected","-"
"fun_ASV_42","bac_ASV_227",-0.702786377708978,"undirected","-"
"fun_ASV_338","bac_ASV_227",-0.699725216908842,"undirected","-"
"fun_ASV_317","bac_ASV_227",0.769719897173156,"undirected","+"
"fun_ASV_56","bac_ASV_227",0.834881320949432,"undirected","+"
"fun_ASV_6","bac_ASV_227",0.682146542827657,"undirected","+"
"fun_ASV_578","bac_ASV_227",0.711042311661507,"undirected","+"
"fun_ASV_135","bac_ASV_227",0.73963650496558,"undirected","+"
"fun_ASV_314","bac_ASV_227",0.681466275636382,"undirected","+"
"fun_ASV_24","bac_ASV_28",-0.766769865841073,"undirected","-"
"fun_ASV_100","bac_ASV_28",-0.702786377708978,"undirected","-"
"fun_ASV_203","bac_ASV_28",0.725490196078431,"undirected","+"
"fun_ASV_268","bac_ASV_28",0.754385964912281,"undirected","+"
"fun_ASV_99","bac_ASV_28",0.73374613003096,"undirected","+"
"fun_ASV_324","bac_ASV_28",0.696594427244582,"undirected","+"
"fun_ASV_267","bac_ASV_28",0.686274509803922,"undirected","+"
"fun_ASV_85","bac_ASV_28",0.690402476780186,"undirected","+"
"fun_ASV_608","bac_ASV_28",0.768833849329205,"undirected","+"
"fun_ASV_317","bac_ASV_28",0.727188204741755,"undirected","+"
"fun_ASV_56","bac_ASV_28",0.686274509803922,"undirected","+"
"fun_ASV_196","bac_ASV_28",0.758513931888545,"undirected","+"
"fun_ASV_283","bac_ASV_28",-0.698658410732714,"undirected","-"
"fun_ASV_246","bac_ASV_28",0.78328173374613,"undirected","+"
"fun_ASV_578","bac_ASV_28",0.700722394220846,"undirected","+"
"fun_ASV_677","bac_ASV_28",0.773360970381288,"undirected","+"
"fun_ASV_135","bac_ASV_28",0.684656512310354,"undirected","+"
"fun_ASV_314","bac_ASV_28",0.779556118341619,"undirected","+"
"fun_ASV_203","bac_ASV_143",0.768833849329205,"undirected","+"
"fun_ASV_36","bac_ASV_143",0.711042311661507,"undirected","+"
"fun_ASV_256","bac_ASV_143",0.752321981424149,"undirected","+"
"fun_ASV_311","bac_ASV_143",0.739938080495356,"undirected","+"
"fun_ASV_99","bac_ASV_143",0.8328173374613,"undirected","+"
"fun_ASV_76","bac_ASV_143",0.692466460268318,"undirected","+"
"fun_ASV_267","bac_ASV_143",0.735810113519092,"undirected","+"
"fun_ASV_608","bac_ASV_143",0.729618163054696,"undirected","+"
"fun_ASV_317","bac_ASV_143",0.912875349747139,"undirected","+"
"fun_ASV_237","bac_ASV_143",0.729618163054696,"undirected","+"
"fun_ASV_68","bac_ASV_143",-0.715170278637771,"undirected","-"
"fun_ASV_6","bac_ASV_143",0.717234262125903,"undirected","+"
"fun_ASV_246","bac_ASV_143",0.746130030959752,"undirected","+"
"fun_ASV_578","bac_ASV_143",0.851393188854489,"undirected","+"
"fun_ASV_135","bac_ASV_143",0.763495747061244,"undirected","+"
"fun_ASV_314","bac_ASV_143",0.714507064758146,"undirected","+"
"fun_ASV_270","bac_ASV_143",0.713106295149639,"undirected","+"
"fun_ASV_138","bac_ASV_294",0.729618163054696,"undirected","+"
"fun_ASV_20","bac_ASV_294",-0.775025799793602,"undirected","-"
"fun_ASV_24","bac_ASV_294",-0.77296181630547,"undirected","-"
"fun_ASV_3","bac_ASV_294",-0.810113519091847,"undirected","-"
"fun_ASV_203","bac_ASV_294",0.700722394220846,"undirected","+"
"fun_ASV_36","bac_ASV_294",0.698658410732714,"undirected","+"
"fun_ASV_247","bac_ASV_294",-0.754385964912281,"undirected","-"
"fun_ASV_268","bac_ASV_294",0.700722394220846,"undirected","+"
"fun_ASV_349","bac_ASV_294",0.684210526315789,"undirected","+"
"fun_ASV_99","bac_ASV_294",0.696594427244582,"undirected","+"
"fun_ASV_334","bac_ASV_294",0.718889337925872,"undirected","+"
"fun_ASV_608","bac_ASV_294",0.739938080495356,"undirected","+"
"fun_ASV_317","bac_ASV_294",0.742748580021536,"undirected","+"
"fun_ASV_6","bac_ASV_294",0.719298245614035,"undirected","+"
"fun_ASV_196","bac_ASV_294",0.748194014447884,"undirected","+"
"fun_ASV_541","bac_ASV_294",0.780588643001674,"undirected","+"
"fun_ASV_677","bac_ASV_294",0.784718741641894,"undirected","+"
"fun_ASV_203","bac_ASV_169",0.711409490777981,"undirected","+"
"fun_ASV_36","bac_ASV_169",0.770263396401123,"undirected","+"
"fun_ASV_640","bac_ASV_169",-0.70934444145787,"undirected","-"
"fun_ASV_256","bac_ASV_169",0.733092508639138,"undirected","+"
"fun_ASV_454","bac_ASV_169",0.714507064758146,"undirected","+"
"fun_ASV_233","bac_ASV_169",0.806401759503052,"undirected","+"
"fun_ASV_311","bac_ASV_169",0.724832311358697,"undirected","+"
"fun_ASV_268","bac_ASV_169",0.681466275636382,"undirected","+"
"fun_ASV_5","bac_ASV_169",0.724832311358697,"undirected","+"
"fun_ASV_45","bac_ASV_169",0.728962409998918,"undirected","+"
"fun_ASV_349","bac_ASV_169",0.743417755239689,"undirected","+"
"fun_ASV_237","bac_ASV_169",0.728962409998918,"undirected","+"
"fun_ASV_122","bac_ASV_169",0.706246867477705,"undirected","+"
"fun_ASV_68","bac_ASV_169",-0.721734737378532,"undirected","-"
"fun_ASV_56","bac_ASV_169",0.682498800296437,"undirected","+"
"fun_ASV_847","bac_ASV_169",0.712514257956894,"undirected","+"
"fun_ASV_186","bac_ASV_169",0.683531324956492,"undirected","+"
"fun_ASV_24","bac_ASV_133",-0.785345717234262,"undirected","-"
"fun_ASV_203","bac_ASV_133",0.688338493292054,"undirected","+"
"fun_ASV_99","bac_ASV_133",0.758513931888545,"undirected","+"
"fun_ASV_279","bac_ASV_133",0.711042311661507,"undirected","+"
"fun_ASV_308","bac_ASV_133",0.713106295149639,"undirected","+"
"fun_ASV_267","bac_ASV_133",0.700722394220846,"undirected","+"
"fun_ASV_85","bac_ASV_133",0.702786377708978,"undirected","+"
"fun_ASV_334","bac_ASV_133",0.824699889828381,"undirected","+"
"fun_ASV_317","bac_ASV_133",0.869306298963753,"undirected","+"
"fun_ASV_237","bac_ASV_133",0.781217750257998,"undirected","+"
"fun_ASV_122","bac_ASV_133",0.696594427244582,"undirected","+"
"fun_ASV_148","bac_ASV_133",-0.69453044375645,"undirected","-"
"fun_ASV_246","bac_ASV_133",0.711042311661507,"undirected","+"
"fun_ASV_544","bac_ASV_133",0.729262921445726,"undirected","+"
"fun_ASV_578","bac_ASV_133",0.888544891640867,"undirected","+"
"fun_ASV_135","bac_ASV_133",0.725113488037784,"undirected","+"
"fun_ASV_89","bac_ASV_342",0.700722394220846,"undirected","+"
"fun_ASV_258","bac_ASV_342",-0.698658410732714,"undirected","-"
"fun_ASV_203","bac_ASV_342",0.799793601651187,"undirected","+"
"fun_ASV_36","bac_ASV_342",0.729618163054696,"undirected","+"
"fun_ASV_256","bac_ASV_342",0.739938080495356,"undirected","+"
"fun_ASV_311","bac_ASV_342",0.713106295149639,"undirected","+"
"fun_ASV_76","bac_ASV_342",0.70485036119711,"undirected","+"
"fun_ASV_218","bac_ASV_342",0.69803665327557,"undirected","+"
"fun_ASV_120","bac_ASV_342",0.70727939213776,"undirected","+"
"fun_ASV_317","bac_ASV_342",0.716814621221901,"undirected","+"
"fun_ASV_237","bac_ASV_342",0.73374613003096,"undirected","+"
"fun_ASV_122","bac_ASV_342",0.692466460268318,"undirected","+"
"fun_ASV_68","bac_ASV_342",-0.729618163054696,"undirected","-"
"fun_ASV_246","bac_ASV_342",0.78328173374613,"undirected","+"
"fun_ASV_578","bac_ASV_342",0.721362229102167,"undirected","+"
"fun_ASV_186","bac_ASV_342",0.787409700722394,"undirected","+"
"fun_ASV_28","bac_ASV_277",0.787409700722394,"undirected","+"
"fun_ASV_72","bac_ASV_277",0.782835180043862,"undirected","+"
"fun_ASV_99","bac_ASV_277",0.729618163054696,"undirected","+"
"fun_ASV_324","bac_ASV_277",0.719298245614035,"undirected","+"
"fun_ASV_267","bac_ASV_277",0.849329205366357,"undirected","+"
"fun_ASV_85","bac_ASV_277",0.830753353973168,"undirected","+"
"fun_ASV_608","bac_ASV_277",0.775025799793602,"undirected","+"
"fun_ASV_151","bac_ASV_277",-0.78328173374613,"undirected","-"
"fun_ASV_42","bac_ASV_277",-0.795665634674923,"undirected","-"
"fun_ASV_338","bac_ASV_277",-0.83111922187235,"undirected","-"
"fun_ASV_274","bac_ASV_277",0.70485036119711,"undirected","+"
"fun_ASV_246","bac_ASV_277",0.795665634674923,"undirected","+"
"fun_ASV_26","bac_ASV_277",0.727554179566563,"undirected","+"
"fun_ASV_135","bac_ASV_277",0.836110831700221,"undirected","+"
"fun_ASV_314","bac_ASV_277",0.879711010366966,"undirected","+"
"fun_ASV_270","bac_ASV_277",0.799793601651187,"undirected","+"
"fun_ASV_38","bac_ASV_213",0.78328173374613,"undirected","+"
"fun_ASV_689","bac_ASV_213",0.866288189786249,"undirected","+"
"fun_ASV_203","bac_ASV_213",0.700722394220846,"undirected","+"
"fun_ASV_36","bac_ASV_213",0.723426212590299,"undirected","+"
"fun_ASV_256","bac_ASV_213",0.715170278637771,"undirected","+"
"fun_ASV_454","bac_ASV_213",0.742002063983488,"undirected","+"
"fun_ASV_233","bac_ASV_213",0.808049535603715,"undirected","+"
"fun_ASV_311","bac_ASV_213",0.715170278637771,"undirected","+"
"fun_ASV_268","bac_ASV_213",0.824561403508772,"undirected","+"
"fun_ASV_5","bac_ASV_213",0.686274509803922,"undirected","+"
"fun_ASV_45","bac_ASV_213",0.824561403508772,"undirected","+"
"fun_ASV_349","bac_ASV_213",0.731682146542828,"undirected","+"
"fun_ASV_283","bac_ASV_213",-0.692466460268318,"undirected","-"
"fun_ASV_246","bac_ASV_213",0.702786377708978,"undirected","+"
"fun_ASV_847","bac_ASV_213",0.83403611499625,"undirected","+"
"fun_ASV_213","bac_ASV_213",0.690402476780186,"undirected","+"
"fun_ASV_225","bac_ASV_440",0.758513931888545,"undirected","+"
"fun_ASV_203","bac_ASV_440",0.717234262125903,"undirected","+"
"fun_ASV_36","bac_ASV_440",0.729618163054696,"undirected","+"
"fun_ASV_256","bac_ASV_440",0.791537667698658,"undirected","+"
"fun_ASV_233","bac_ASV_440",0.756449948400413,"undirected","+"
"fun_ASV_311","bac_ASV_440",0.803921568627451,"undirected","+"
"fun_ASV_45","bac_ASV_440",0.688338493292054,"undirected","+"
"fun_ASV_349","bac_ASV_440",0.690402476780186,"undirected","+"
"fun_ASV_279","bac_ASV_440",0.706914344685243,"undirected","+"
"fun_ASV_334","bac_ASV_440",0.681544437254398,"undirected","+"
"fun_ASV_317","bac_ASV_440",0.7666078221172,"undirected","+"
"fun_ASV_237","bac_ASV_440",0.841073271413829,"undirected","+"
"fun_ASV_122","bac_ASV_440",0.74406604747162,"undirected","+"
"fun_ASV_68","bac_ASV_440",-0.737874097007224,"undirected","-"
"fun_ASV_578","bac_ASV_440",0.723426212590299,"undirected","+"
"fun_ASV_116","bac_ASV_253",0.706914344685243,"undirected","+"
"fun_ASV_20","bac_ASV_253",0.799793601651187,"undirected","+"
"fun_ASV_24","bac_ASV_253",0.888544891640867,"undirected","+"
"fun_ASV_149","bac_ASV_253",-0.686274509803922,"undirected","-"
"fun_ASV_279","bac_ASV_253",-0.770897832817337,"undirected","-"
"fun_ASV_334","bac_ASV_253",-0.82055045642044,"undirected","-"
"fun_ASV_317","bac_ASV_253",-0.754159521893375,"undirected","-"
"fun_ASV_237","bac_ASV_253",-0.725490196078431,"undirected","-"
"fun_ASV_39","bac_ASV_253",-0.777089783281734,"undirected","-"
"fun_ASV_17","bac_ASV_253",-0.803921568627451,"undirected","-"
"fun_ASV_56","bac_ASV_253",-0.756449948400413,"undirected","-"
"fun_ASV_6","bac_ASV_253",-0.725490196078431,"undirected","-"
"fun_ASV_196","bac_ASV_253",-0.690402476780186,"undirected","-"
"fun_ASV_544","bac_ASV_253",-0.688805945718296,"undirected","-"
"fun_ASV_121","bac_ASV_253",-0.690402476780186,"undirected","-"
"fun_ASV_79","bac_ASV_273",0.684210526315789,"undirected","+"
"fun_ASV_28","bac_ASV_273",-0.777089783281734,"undirected","-"
"fun_ASV_72","bac_ASV_273",-0.770425639541185,"undirected","-"
"fun_ASV_99","bac_ASV_273",-0.721362229102167,"undirected","-"
"fun_ASV_324","bac_ASV_273",-0.766769865841073,"undirected","-"
"fun_ASV_267","bac_ASV_273",-0.791537667698658,"undirected","-"
"fun_ASV_356","bac_ASV_273",-0.70485036119711,"undirected","-"
"fun_ASV_85","bac_ASV_273",-0.859649122807018,"undirected","-"
"fun_ASV_608","bac_ASV_273",-0.785345717234262,"undirected","-"
"fun_ASV_338","bac_ASV_273",0.708067693414461,"undirected","+"
"fun_ASV_196","bac_ASV_273",-0.797729618163055,"undirected","-"
"fun_ASV_677","bac_ASV_273",-0.765100773100847,"undirected","-"
"fun_ASV_26","bac_ASV_273",-0.684210526315789,"undirected","-"
"fun_ASV_135","bac_ASV_273",-0.787354989156907,"undirected","-"
"fun_ASV_314","bac_ASV_273",-0.82808477736421,"undirected","-"
"fun_ASV_91","bac_ASV_232",0.686274509803922,"undirected","+"
"fun_ASV_138","bac_ASV_232",0.729618163054696,"undirected","+"
"fun_ASV_100","bac_ASV_232",-0.688338493292054,"undirected","-"
"fun_ASV_247","bac_ASV_232",-0.692466460268318,"undirected","-"
"fun_ASV_99","bac_ASV_232",0.715170278637771,"undirected","+"
"fun_ASV_76","bac_ASV_232",0.690402476780186,"undirected","+"
"fun_ASV_267","bac_ASV_232",0.700722394220846,"undirected","+"
"fun_ASV_85","bac_ASV_232",0.69453044375645,"undirected","+"
"fun_ASV_608","bac_ASV_232",0.816305469556244,"undirected","+"
"fun_ASV_317","bac_ASV_232",0.785280272452937,"undirected","+"
"fun_ASV_196","bac_ASV_232",0.849329205366357,"undirected","+"
"fun_ASV_246","bac_ASV_232",0.73374613003096,"undirected","+"
"fun_ASV_677","bac_ASV_232",0.814661956783493,"undirected","+"
"fun_ASV_135","bac_ASV_232",0.708515754406018,"undirected","+"
"fun_ASV_314","bac_ASV_232",0.767165822420957,"undirected","+"
"fun_ASV_203","bac_ASV_77",-0.73374613003096,"undirected","-"
"fun_ASV_454","bac_ASV_77",-0.739938080495356,"undirected","-"
"fun_ASV_311","bac_ASV_77",-0.711042311661507,"undirected","-"
"fun_ASV_268","bac_ASV_77",-0.719298245614035,"undirected","-"
