bug_name,gene,t_statistic,Direction,t2d_status,species_update
Bacteroides_vulgatus,UniRef90_A0A3E4WQQ6: NO_NAME,3.033805535,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A078RFL7: NO_NAME,3.144400612,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A1H7HSD9: NO_NAME,3.303840272,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A078R6V0: NO_NAME,3.131736278,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A380ZTF6: NO_NAME,3.061685216,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A395VGT9: NO_NAME,3.713992779,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A7AE54: NO_NAME,3.47911303,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A015SML5: NO_NAME,4.479575971,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_K5ZRF1: NO_NAME,2.941802286,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A069SIG7: NO_NAME,4.344994882,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_D4V7J2: Conserved domain protein,3.228242509,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,"UniRef90_C9LIH2: DNA binding domain, excisionase family",3.754314123,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A396BML1: NO_NAME,3.7930436,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A0P0M1X4: DNA primase,3.017715104,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A3E4I9U8: Plasmid mobilization relaxosome protein MobC,3.898288349,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_D4VBS0: NO_NAME,2.936880359,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A069SM83: NO_NAME,3.046630144,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A374MQI6: Mobilization protein,3.109949236,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A174R618: NO_NAME,3.514971224,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A069SGM5: NO_NAME,2.879059512,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A1Y3ZLJ5: SLC13 family permease,-3.056793601,T2D_depleted,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_E5WU41: Excisionase family DNA binding domain-containing protein,5.126583791,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A078RFH8: tRNA modification GTPase mnmE domain protein,3.166288324,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_D4VD75: Conserved domain protein,3.154832124,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A0P0M599: Glycosyl transferase family protein,2.900639357,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_C6GFR2: Abi-like protein,4.398872294,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A374N425: NO_NAME,3.905258485,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_Q8A313: Mobilization protein BmgB,3.273728612,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A3E4WXN4: NO_NAME,2.928034166,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_D1K7T4: NO_NAME,3.711067413,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_P30899: Beta-lactamase,4.046261614,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A076J648: 4-hydroxy-3-methylbut-2-enyl diphosphate reductase,-3.11594355,T2D_depleted,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A174P478: NO_NAME,3.110269838,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_C6Z1C9: Helicase C-terminal domain protein (Fragment),2.961683709,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A015RRI2: DNA mismatch endonuclease Vsr family protein,2.931083284,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_K5YY89: NO_NAME,2.871494854,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_D7NG96: Transposase,3.764045344,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_D4VAE5: NO_NAME,3.630864797,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A133Y188: NO_NAME,4.103895271,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A016GBY6: Cytosine-specific methyltransferase,3.236495828,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A3E5HJC1: DUF262 domain-containing protein,2.921810505,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,"UniRef90_F3QUY7: DNA binding domain, excisionase family",3.365578496,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A174PTT2: NO_NAME,3.019427183,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_R9HCX4: NO_NAME,2.918916724,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_D1KA37: NO_NAME,3.006367016,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A069SAE4: NO_NAME,3.007341928,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A078QXL4: NO_NAME,3.199573076,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_R9H7K2: NO_NAME,3.001506425,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_R9H4Q3: NO_NAME,2.879614089,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A174PLH6: NO_NAME,4.05902177,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_B6VU48: NO_NAME,3.289094618,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A078QTL3: NO_NAME,3.137519416,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A078RB70: Putative membrane protein,2.913076897,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_I9FYQ8: NO_NAME,4.053199062,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A069SNK2: NO_NAME,3.21972405,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_I9UQ57: NO_NAME,2.987704686,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A078R6K8: NO_NAME,3.283268271,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A078QHV8: NO_NAME,3.077005961,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A069SF82: NO_NAME,3.171590111,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A069STB1: NO_NAME,2.910775099,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A396B0J3: DNA-binding protein,2.902373012,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A078R9P1: NO_NAME,3.07966152,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A0P0M1T3: NO_NAME,2.870576619,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A078R8B1: NO_NAME,4.235920664,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A1Q6IP37: NO_NAME,3.126537384,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A174PXF4: Serine protease,3.170297457,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A078RFS7: NO_NAME,4.205759895,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A3E4I8C3: DNA methylase,2.96642418,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A3E5F7L7: Conjugative transposon protein TraN,3.41070676,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A0A2FIN4: Chemotaxis protein CheY,3.136022458,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A078TP77: NO_NAME,2.916995227,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A1H7PU70: NO_NAME,3.051295645,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_D4VDD8: NO_NAME,3.253829976,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A069S3H5: NO_NAME,3.436437298,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A069SPT1: NO_NAME,3.149309401,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A069SM38: NO_NAME,3.028994448,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A1Y4PQN8: Conjugative transposon protein TraM,2.8890798,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A3E5F814: Conjugative transposon protein TraM,3.049249977,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A0P0M3H9: Metallophosphoesterase,3.509636288,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A0P0L398: NO_NAME,3.396916886,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A3E4UJ47: TraG family conjugative transposon ATPase,3.875136045,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A396DX18: Deaminase,3.05060905,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A1H7MMN1: Cation transport protein,3.053874063,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_F3PUY1: NO_NAME,3.202591788,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A380ZDT4: NO_NAME,4.548935103,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A078RDT6: Response regulator,2.908810899,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_R9HAW9: NO_NAME,3.047915263,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A3E4I399: DUF1837 domain-containing protein,2.954414344,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A078QP83: RNA polymerase ECF-type sigma factor domain protein,2.895411574,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A1H7IFE3: NO_NAME,3.130421006,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A069S6S2: NO_NAME,2.951401847,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A078QWF6: NO_NAME,3.54051862,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_K6A4L6: NO_NAME,2.925427734,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A395VKU1: Acyltransferase,-2.916271382,T2D_depleted,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,"UniRef90_D4IM85: DNA binding domain, excisionase family",-2.992344784,T2D_depleted,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A380Z5Q2: Transmembrane protein,-3.557953097,T2D_depleted,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A3E5CBS8: NO_NAME,2.972392148,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A380Z4L0: Glycosyl transferase family protein,-2.886388538,T2D_depleted,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A139KBX0: NO_NAME,-2.938085337,T2D_depleted,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_L1PB72: Beta-lactamase,4.106845693,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A174UZD6: Protein of uncharacterized function (DUF2582),3.266040126,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_U5C8D3: NO_NAME,2.943851535,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_B5A7F8: BUN24p15.5,3.577528912,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A0P0M2L8: NO_NAME,3.142789123,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_U5CJM4: NO_NAME,2.918075144,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_U5CH86: NO_NAME,3.171325384,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A3E4H607: Restriction endonuclease subunit S (Fragment),3.45081746,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_I8WC63: NO_NAME,-2.913975206,T2D_depleted,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A396E9J2: NO_NAME,3.111643611,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_I9TW31: NO_NAME,3.214064883,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A396EWA6: Charged multivesicular body protein 2b-B,3.117469791,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A0P0M209: NO_NAME,3.085931735,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_R7P303: NO_NAME,3.565017975,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_U6RIQ3: NO_NAME,2.989086223,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A0E2ALV0: NO_NAME,3.199695156,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A229I0V4: NO_NAME,2.907255069,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A069SHX8: NO_NAME,3.445978057,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A078TLU9: RteC family protein,2.926200597,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_I9PRR9: NO_NAME,3.027560493,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A0E2ALN0: NO_NAME,3.041627182,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_E6SPH7: Transposase,2.925307115,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_R6ZQD4: NO_NAME,2.889141747,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A078QT69: NO_NAME,2.877310513,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_R9HU73: NO_NAME,2.95981846,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_I9R0J3: NO_NAME,-2.947929234,T2D_depleted,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A0A2FLP1: CTP synthase,3.155189886,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_G5SWF6: NO_NAME,3.578283561,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A1H7QD35: Reverse transcriptase (RNA-dependent DNA polymerase),2.959581477,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A380ZR85: NO_NAME,3.115446606,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A3E4JEK2: Beta-glucanase (Fragment),3.043929409,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_W1I8Q3: Uncultured bacterium extrachromosomal DNA RGF00115,2.964322966,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_C3R499: NO_NAME,3.063951422,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A380Z3F2: HNH endonuclease,3.323495608,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_Q89YI4: NO_NAME,2.947238679,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A078RI08: ABC-type multidrug transport system domain protein,3.543785773,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A3E4XTL6: Mobilization protein,3.02309623,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A1H7QUZ4: NO_NAME,3.152801373,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_K5ZUZ5: NO_NAME,3.339952955,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_P0AC11: Dihydropteroate synthase type-2,2.908210993,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A1Q6IP01: NO_NAME,3.109942133,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A1Q6IP19: NO_NAME,3.791975519,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_G8UJ67: Elongation factor Tu GTP binding domain protein,3.271910238,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A6L358: DNA primase,3.717570501,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A174PWY2: NO_NAME,3.472443143,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A6L361: NO_NAME,3.002421344,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A078R7A9: NO_NAME,3.392747531,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A1Y3ZG05: NO_NAME,3.042585679,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A078RE08: NO_NAME,2.870409893,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A174ID83: NO_NAME,3.431257061,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A0A2FLD1: Histidine kinase,3.333754703,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A174PWS5: NO_NAME,3.118300553,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A3D6AQC5: DNA-binding protein,3.407692533,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A3E4ZGR9: MerR family transcriptional regulator,2.887232474,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A397WAT4: DNA helicase,2.906716629,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A088F6M7: Integrase,3.457345514,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A397WHW5: NO_NAME,3.302519705,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A088F9B3: Relaxase,3.115602112,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A3E5DPG3: NO_NAME,3.211176452,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A3E4T1U7: Restriction endonuclease subunit S,2.984076595,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_D4WH78: NO_NAME,2.880513798,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A078R2G8: NO_NAME,3.350894048,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A3E5DKL4: TetR/AcrR family transcriptional regulator,2.940876346,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A1Q6INY1: NO_NAME,3.658591059,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A015W738: NO_NAME,2.880646275,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A0P0GM51: Group II intron-encoded protein LtrA,3.171019752,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A0N7IFR9: NO_NAME,2.889065359,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A3E5DQW2: NO_NAME,4.029142164,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A078RCS9: NO_NAME,3.279844254,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A3E5DIB8: NO_NAME,4.623103752,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A380Z3L5: Cytosine-specific methyltransferase,3.253229232,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A088F5L3: NO_NAME,4.197353759,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A3E5DHP2: UpxY family transcription antiterminator,3.841026906,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A3E5DQ93: NO_NAME,4.011350701,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A139K9G3: NO_NAME,4.343755725,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A3E5D9E3: DNA-binding protein,3.610879597,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_D4V830: NO_NAME,3.844290864,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_D4V4C0: Conserved domain protein,2.911629622,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_R9H4M2: NO_NAME,2.947927796,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A0E2T056: SUKH-3 immunity family protein,3.249484218,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A380ZD09: NO_NAME,3.545796944,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A0E2SXS9: NO_NAME,3.016561825,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_D6CZF0: NO_NAME,3.979095759,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A174PE73: NO_NAME,3.466070049,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_F9Z880: SEFIR domain protein,3.878213029,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_D6CZE9: NO_NAME,3.357700057,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_E5X404: NO_NAME,3.216598051,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A069S744: NO_NAME,3.592512144,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A395YRL6: DUF1848 family protein,3.264238636,T2D_enriched,Non-significant,Bacteroides vulgatus
Bacteroides_vulgatus,UniRef90_A0A3E4HJL9: NO_NAME,3.027929124,T2D_enriched,Non-significant,Bacteroides vulgatus
