"","Kingdom","Phylum","Class","Order","Famiy","Genus","Species","N Patients","N Control","","RA in Patients","RA in Control","Beta","SE","P","FDR","FC","FC lower","FC upper",""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales unclassified","Intestinimonas","Intestinimonas butyriciproducens",4,3,"",0.00257538200318862,0.00200851570553515,-4.42292023460209,1.39033253940431,0.0014666839236065,0.0409529469763166,0.0119991407658678,0.000786457391440303,0.183073337076062,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","Eubacterium ventriosum",3,8,"",0.00124246438486295,1.3931560986668,9.07211751647456,2.85789263078766,0.001501424273579,0.0409529469763166,8709.04584239649,32.1575725203895,2358619.55801771,""
"k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068|f__FGB3068|g__GGB9760|s__GGB9760_SGB15374","Bacteria","Firmicutes","CFGB3068","OFGB3068","FGB3068","GGB9760","GGB9760 SGB15374",4,1,"",0.00875929379000117,0.000550263831706579,-6.75469725827568,2.14355998322459,0.0016262421373526,0.0409529469763166,0.00116539259388279,1.74516767449561e-05,0.0778228887530464,""
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_intestinalis","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalibacillus","Faecalibacillus intestinalis",2,7,"",0.000995424579209326,0.162209989474151,7.87418456511891,2.5119458994543,0.00172032800456161,0.0409529469763166,2628.54191139708,19.1206824922675,361348.638196629,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Clostridium_leptum","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillospiraceae unclassified","Clostridium leptum",7,2,"",0.0437240175744681,0.000941793196000093,-4.65466220725569,1.48793598120482,0.00175839891998541,0.0409529469763166,0.00951712751567533,0.000515168394869857,0.175817688063931,""
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacillus|s__Amedibacillus_dolichus","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Amedibacillus","Amedibacillus dolichus",1,3,"",0.000255200658264487,0.00400171252213032,7.7529529827396,2.47982937844732,0.00176957178292726,0.0409529469763166,2328.43811003105,18.038121887495,300564.774207647,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_Marseille_Q4149","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridiaceae unclassified","Clostridiaceae bacterium Marseille Q4149",5,3,"",0.0306087509474259,0.00380017264178655,-6.82777407086916,2.20382531249609,0.00194735020596246,0.0430187363680798,0.00108326671085804,1.4414560976417e-05,0.0814084292107854,""
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum",7,3,"",0.279779627508729,0.0039057646622629,-7.3360438996677,2.41801098989373,0.00241401082431622,0.0510090982877254,0.000651623315687289,5.69828423489116e-06,0.0745159293647287,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia producta",2,3,"",0.00056696278249902,0.00212219819059579,5.83467659588236,1.93865477262489,0.00261547002258219,0.0529632679572894,341.954126793168,7.65158825664874,15282.1376306117,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_SGB15087","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Vescimonas","Vescimonas SGB15087",3,1,"",0.00202941065971627,0.000701584769717742,-5.614029720672,1.89280587997622,0.00301717343739556,0.0586538516229696,0.00364634595637994,8.92624862235531e-05,0.148952145476988,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora_amygdalina","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lacrimispora","Lacrimispora amygdalina",5,10,"",0.0156819270373747,3.1802845479065,4.96016910353117,1.69036636358659,0.00334219948440954,0.0624734211316553,142.617911050319,5.19164722337172,3917.80636804267,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB33469|s__GGB33469_SGB15236","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB33469","GGB33469 SGB15236",2,3,"",0.000952086983366385,0.00346863977521387,-5.80607533185999,2.02344734563433,0.00411254231294235,0.0740257616329623,0.0030092171055999,5.70243533681391e-05,0.158798601891636,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_AF19_9AC","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Pseudoflavonifractor","Pseudoflavonifractor sp AF19 9AC",3,2,"",0.000815480903166742,0.000660027591254494,-3.52654665808614,1.24292075187695,0.00454959683537754,0.078968002214053,0.0294062907015229,0.0025730293681775,0.336074645519871,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Allochristensenella|s__Candidatus_Allochristensenella_caecavium","Bacteria","Firmicutes","Clostridia","Clostridia unclassified","Clostridia unclassified","Candidatus Allochristensenella","Candidatus Allochristensenella caecavium",2,1,"",0.00038020604214052,0.000377609291288568,-2.89925124026976,1.06736912214987,0.00660241968840983,0.109160915327404,0.055064434655804,0.00679685876615667,0.446101952134254,""
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB4121","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella SGB4121",4,5,"",0.00311935097677796,0.03405005171991,7.34205901675673,2.70973981162209,0.00673832810662989,0.109160915327404,1543.88773393128,7.62146787740911,312746.753423796,""
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella stercorea",3,1,"",0.00227543710923715,0.000818978748542756,-6.54456458822718,2.44377713990312,0.00740515099781638,0.11609365757867,0.00143791002924857,1.1954918402821e-05,0.172948503916659,""
"k__Bacteria|p__Firmicutes|c__CFGB1226|o__OFGB1226|f__FGB1226|g__GGB2998|s__GGB2998_SGB3988","Bacteria","Firmicutes","CFGB1226","OFGB1226","FGB1226","GGB2998","GGB2998 SGB3988",2,1,"",0.00062948906663009,0.000472586660869541,-4.30784088841188,1.64155080513103,0.00868398334288452,0.130259587349498,0.0134625854614026,0.000539277397953531,0.336081593616476,""
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides ovatus",8,9,"",0.367004439910452,18.8774223649017,3.95732796994092,1.51158677164176,0.00884478679533632,0.130259587349498,52.3173454966177,2.70369105683208,1012.35850630787,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_timonensis","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Romboutsia","Romboutsia timonensis",4,7,"",0.00330495273203756,0.137059703336559,5.9001323790147,2.26770158005402,0.00927327675643049,0.132553308930153,365.08579436429,4.28635740325699,31095.7824341306,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnotalea|s__Lachnotalea_sp_AF33_28","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnotalea","Lachnotalea sp AF33 28",4,1,"",0.00162244001728197,0.000435004447410101,-3.39854449990083,1.31284692208671,0.00963437418735695,0.132786802951852,0.0334218801255314,0.00254984050917152,0.438075270632644,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_unclassified_SGB4747","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridiaceae unclassified","Clostridiaceae unclassified SGB4747",0,3,"",0.000109956192913333,0.00410591050441871,6.51968744614225,2.52550317633846,0.00983605947791498,0.132786802951852,678.366326189,4.80521228044327,95767.0224851567,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Harryflintia|s__Harryflintia_acetispora","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Harryflintia","Harryflintia acetispora",3,0,"",0.00079661233786975,0.000201999056092794,-2.62865708779118,1.02269895668192,0.0101606475542621,0.133461478685712,0.0721753223084278,0.00972410871143204,0.535707415961034,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_lavalensis","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster lavalensis",5,2,"",0.00699516199151647,0.00103146971197918,-4.01713108700407,1.6148383417806,0.0128595030439732,0.164466275772921,0.0180045443870292,0.000759983194906083,0.426540508733963,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Anaerostipes","Anaerostipes hadrus",8,8,"",0.357283734201537,1.16932478176004,6.58915315397191,2.67214666318494,0.0136682806357867,0.170327804845958,727.164812449554,3.86416529687418,136839.038664451,""
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Rheinheimera|s__Rheinheimera_SGB14999","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Rheinheimera","Rheinheimera SGB14999",5,7,"",0.0172505329287314,0.0992616740448791,4.7935956001111,1.97881244613309,0.0154157884565334,0.184151501969906,120.73470285913,2.49708288777402,5837.558915586,""
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__GGB9747|s__GGB9747_SGB15356","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","GGB9747","GGB9747 SGB15356",1,3,"",0.000288819699037262,0.00592043126195142,-4.92600814443811,2.03803533167734,0.0156473982090893,0.184151501969906,0.00725540809222525,0.000133613748459456,0.393978517867128,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF20_17LB","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium sp AF20 17LB",2,6,"",0.000470576325459006,0.0610116982815348,6.74733855673893,2.80337295306657,0.0160901429696299,0.184151501969906,851.788755675207,3.49987610300879,207305.648240227,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_gabonensis","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales unclassified","Intestinimonas","Intestinimonas gabonensis",3,2,"",0.000916295838018554,0.000697096623982385,-2.79874770054896,1.16503817743032,0.0162932398862262,0.184151501969906,0.060886262735981,0.00620610044271079,0.59733757520941,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_glycyrrhizinilyticus","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter","Mediterraneibacter glycyrrhizinilyticus",4,7,"",0.0094487825717539,0.0832831862384779,6.32934299800673,2.64468985292946,0.0167009076154166,0.184469115933919,560.788033937851,3.14480185901598,100000.964482475,""
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_funiformis","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Megamonas","Megamonas funiformis",6,6,"",0.0252036812777178,0.353280421516162,8.34981171736233,3.50495087934677,0.01720531160051,0.184736770201099,4229.38434851864,4.39342011762112,4071473.13223029,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9635|s__GGB9635_SGB15106","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9635","GGB9635 SGB15106",2,2,"",0.00132748050590308,0.00122649590662071,-5.83699563971548,2.45629717205081,0.0174853733112151,0.184736770201099,0.00291759497809795,2.36691487830094e-05,0.359639484049923,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB6179","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium SGB6179",0,2,"",0.000109956192913333,0.00158969151854057,5.79581698021286,2.46093444394622,0.018516298643986,0.191466407254834,328.920796023597,2.64424470847034,40914.8554633518,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerofilum|s__Anaerofilum_sp_BX8","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Anaerofilum","Anaerofilum sp BX8",3,0,"",0.000781243951135108,0.000201999056092794,-3.01225249662504,1.28556504864762,0.0191224610580585,0.193103749007196,0.0491807743731825,0.00395822339514093,0.611069241547891,""
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_SGB5077","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio SGB5077",1,3,"",0.000236713018272427,0.0109291096227302,8.29288022766805,3.54939459010902,0.0194693080274745,0.193103749007196,3995.32508424916,3.80405206331244,4196215.57832488,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9713|s__GGB9713_SGB15249","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9713","GGB9713 SGB15249",3,4,"",0.00238716953589166,0.0156290419501485,-5.65679567823894,2.44268650590824,0.0205686932756738,0.19742741788852,0.00349369390068451,2.91090559892916e-05,0.419316142583612,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales unclassified","Eubacteriales unclassified","Clostridiales bacterium",6,8,"",0.0690967308235881,0.615552300567437,6.6878316831301,2.89129766430937,0.0207176920006471,0.19742741788852,802.580116069909,2.77565917931084,232065.538705915,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Ruminococcaceae_bacterium_D5","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillospiraceae unclassified","Ruminococcaceae bacterium D5",4,3,"",0.00246499375010754,0.0019629810690385,-4.19280542661518,1.83666772605219,0.0224402159195139,0.209729710324688,0.0151038526304443,0.000412747649596273,0.5527017888662,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Roseburia","Roseburia hominis",4,4,"",0.0071642785071834,0.01127631226627,-4.87376092815709,2.15794745518947,0.0239134483658707,0.218726705581198,0.00764456051262245,0.000111293696074668,0.52509088557845,""
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas","Butyricimonas virosa",5,4,"",0.00771300601526706,0.0103912748349852,-5.27933713439609,2.34397018002438,0.0243029672867998,0.218726705581198,0.00509580750894283,5.15211225776099e-05,0.50401180853701,""
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","Methanobrevibacter smithii",3,2,"",0.00123983217511484,0.0011912576515458,-3.77636228412843,1.69193082764458,0.0256160302835629,0.226352558505665,0.0229058650812671,0.000831277647570778,0.631171374154552,""
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_rubneri","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus rubneri",1,2,"",0.000262123951135641,0.000819754756075398,3.77811876373322,1.70301728386695,0.0265217626368511,0.227639278295602,43.7336908937764,1.5530253811775,1231.55470758773,""
"k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068|f__FGB3068|g__GGB9760|s__GGB9760_SGB15373","Bacteria","Firmicutes","CFGB3068","OFGB3068","FGB3068","GGB9760","GGB9760 SGB15373",2,3,"",0.000885604742378269,0.00243926492820201,-4.78829769004458,2.16088284084985,0.0266984338741756,0.227639278295602,0.00832661981188108,0.000120528049268319,0.57524035203841,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_sp_AF13_28","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","Ruminococcus sp AF13 28",7,9,"",0.152486482317009,2.57635696807903,4.34747604223565,1.97330045372436,0.0275842085020525,0.231136643655129,77.2831571326575,1.61576277703804,3696.51192691786,""
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Dialister","Dialister invisus",1,2,"",0.000217026937512886,0.00259686702704589,6.73942324187494,3.07614389959278,0.0284613928732548,0.234444693837319,845.073192437227,2.03435984855688,351043.450391849,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB33928|s__GGB33928_SGB15225","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB33928","GGB33928 SGB15225",1,3,"",0.000384002069600544,0.00373554529192015,-5.1508362176803,2.37672936166828,0.0302199811478763,0.244781847297798,0.00579455718915517,5.49423685554961e-05,0.611129332447226,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB79916|s__GGB79916_SGB4587","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB79916","GGB79916 SGB4587",0,2,"",0.000109956192913333,0.00180360513351183,6.11143580497948,2.84373007108828,0.0316271563201609,0.251980294616364,450.985778154279,1.71210715388409,118794.067086288,""
"k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070|f__FGB3070|g__GGB9512|s__GGB9512_SGB14909","Bacteria","Firmicutes","CFGB3070","OFGB3070","FGB3070","GGB9512","GGB9512 SGB14909",2,0,"",0.000494099074786941,0.000201999056092794,-2.90969670205231,1.37991511123958,0.0349786409298446,0.268169371146639,0.0544922547521131,0.00364525003166265,0.814595926802532,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Evtepia|s__Evtepia_gabavorous","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales unclassified","Evtepia","Evtepia gabavorous",1,6,"",0.000220517964624309,0.0575157326707492,5.15114882542764,2.44874251638551,0.0354142785170563,0.268169371146639,172.629697828572,1.42135905275843,20966.561907457,""
