Classify	Species	P347477A	P348452C	P348676C	P348741C	P348867B	P349202C	P349441C	P350402B	P350638C	P350819D	P350890B	P350951C	P351263B	P351443D	P351788D	P352277C	P352458C	P352738D	P352756B	P353024B	P353053C	P353285A	P353465C	P353478C	P354143B	P354149D	P354238B	P354575B	P354947C	P355118C	P355538C	P355926C	P356138C	P356149C	P356638C	P356988C	P357549A	P357552B	P358432B	P358702B	P358947B	P359231B	P359497B	P359738B	P360160A	P360450B	P360616C	P360895C	P361487D	P361933B	P361995C	P362591C	P362608C	P362680A	P363606B	P363703B	P364289B	P364305C	P364358B	P364417B	P364666C	P364696B	P364758C	P364765D	P365035B	P365052B	P365459D	P365479D	P365533C	P365726B	P366184B	P366396B	P366418C	P367034C	P367853B	P368478C	P368499B	P369114C	P369136C	P369177C	P369199D	P369797C	P371331B	P371418B	P371464B	P371627B	P371780B	P371964D	P371965D	P371978C	P372006A	P372419C	P372432D	P373384C	P373415B	P373450D	P373954D	P373965B	P374193C	P374232B	P374257D	P374263C	P374270C	P375029C	P375279C	P375618D	P376114B	P376225C	P376980C	P377167C	P377208D	P377667D	P377807C	P378261C	P378289C	P378538B	P378561D	P378578C	P379851C	P380191C	P380268C	P380942D	P381048C	P381483D	P381530D	P381778C	P381867C	P381881B	P382484C	P382576C	P382741C	P383027C	P383031C	P383336B	P383573C	P384256D	P384638C	P385669D	P386309D	P386345C	P388146C	P388277B	P388956B	P388989B	P389450C	P390374C	P390572C	P390608B	P390944D	P391412B	P392500C	P392599A	P392604C	P392718C	P392754B	P392851B	P392861D	P392875C	P393552C	P393629A	P394276C	P394952C	P395023B	P395560A	P395998D	P396262C	P396832B	P396833B	P397078B	P397353B	P397467A	P397578A	P397584D	P397824C	P398375B	P398563B	P398609C	P399078A	P400525D	P401286B	P401414A	P402032B	P402036C	P403023B	P403027B	P403521D	P403961D	P404151C	P404193C	P405115B	P406033B	P406952A	P408672B	P409120C	P410376D	P410516B	P410663B	P412220B	P413028B	P413804C	P414209B	P414382D	P414597B	P414844D	P416163A	P416483D	P416611D	P416648C	P418499B	P418647D	P419127A	P419725C	P419943C	P420760C	P420854D	P420905D	P421159C	P421544D	P421646D	P422125D	P422347C	P422381A	P422714C	P423275D	P423279B	P423522C	P424027B	P424073B	P424096C	P424311C	P424439C	P424824B	P426273D	P426845A	P427064B	P427510D	P428065B	P428276D	P428285D	P428541D	P429737D	P430130C	P430146B	P430569C	P430712A	P430886C	P431330C	P432539C	P432555B	P432847A	P433669B	P433743C	P433746A	P433894C	P434204D	P434556D	P434867C	P435484B	P435499D	P435780C	P436264D	P436410D	P437107D	P437295A	P438323D	P438784D	P438847D	P438867D	P439900D	P440039A	P440123A	P440440C	P440486C	P441625B	P441696A	P442212D	P442263C	P442328B	P443405C	P443541C	P443887D	P444556D	P445203D	P445338A	P445807C	P445935B	P446338D	P446506A	P446548A	P446719D	P447131B	P447140D	P447223B	P447642B	P447961D	P448151A	P448183B	P448378D	P448749C	P448868A	P449006D	P449895D	P450023D	P450721D	P450898B	P451740C	P452011C	P452045D	P452067D	P452068A	P453769B	P453780A	P454268A	P455076C	P455993D	P456202B	P457953B	P459522C	P461311D	P462536C	P462707D	P462934A	P463971D	P466661C	P466809C	P466853B	P467529B	P467815D	P469446D	P470061D	P470355A	P470357A	P470440A	P470877A	P471430A	P471949C	P473097C	P473414C	P473876D	P474190D	P477401B	P477540A	P478736C	P478805B	P478806A	P479612A	P479947D	P480512A	P480527D	P480821A	P480876C	P481399D	P481732A	P482331A	P482738C	P483076A	P484468C	P484752C	P484929A	P485297D	P486042A	P486310A	P486478D	P486623A	P486636B	P486663D	P487850D	P488253A	P488619D	P488828C	P489300C	P490091D	P491519A	P491912C	P492151D	P492202A	P492215A	P493593A	P493823A
Allobaculum_stercoricanis	Allobaculum_stercoricanis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alloscardovia_omnicolens	Alloscardovia_omnicolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02221	0	0	0	0	0	0.01333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alteromonas_abrolhosensis	Alteromonas_abrolhosensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alteromonas_macleodii	Alteromonas_macleodii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06316	0	0	0	0	0	0	0	0	0	0	0.00086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amedibacillus_dolichus	Amedibacillus_dolichus	0	0	0	0	0.01985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01003	0	0	0	0	0	0	0	0	0	0	0.00913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02031	0.01875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0064	0	0	0	0	0	0.02754	0.0104	0.05615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02647	0	0	0	0	0	0.29322	0	0.0014	0	0	0	0	0	0	0	0	0	0.12928	0	0	0	0	0	0	0	0	0	0.00781	0	0	0	0	0	0	0	0	0	0	0	0.00589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02259	0.00782	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05215	0	0	0	0	0	0	0.00629	0	0	0	0	0	0	0	0	0	0
Amedibacterium_intestinale	Amedibacterium_intestinale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89857	0	0	0	0.00833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02418	0	0	0	0	0	0	0	0	0	0	0	0.33713	0	0	0	0	0	0	0	0.43312	0	0	0.00228	0	0	0.01466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00709	0	0	0	0	0	0	0.01352	0	0	0	0	0	0	0	0	0	0	0.22049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07018	0	0.0063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01391	0	0	0	0	0.00738	0	0	0	0	0	0	0	0	0	0	0	0.19362	0	0	0	0	0	0	0	0	0	0	0	0	0.01367	0	0	0	0	0	0	0	0	0	0.03613	0	0	0	0	0	0	0	0	0	0.01775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerobutyricum_hallii	Anaerobutyricum_hallii	0	0	0.08635	0	0.08143	0.06761	0.01308	0.12208	0	0	0.08833	0	0	0	0.05629	0	0	0	0	0.99009	0	0.00506	0.00701	0	0.00631	0	0	0	0	0	0	1.10808	0	0	0	0	0.05672	0	0.00835	0.01198	0.19566	0.04102	0	0	0.00615	0	0.01301	0	0	0.00692	0.00347	0	0.06177	0	0.00026	0.00955	0	0	0	0.03524	0	0	1.24906	0	0	0	0.01433	0	0	0	0.00796	0	0.1705	0.04037	0	0	0	0.00076	0	0	0	0.1092	0	0.0961	0	0	0.06167	0.03595	0	0.06693	0.05154	0	0	0	0	0	0	0.19642	0	0	0	0	0.01535	0	0	0	0.01176	0.00094	0	0	0.11054	0	3.03664	0	0	0.0699	0	0.05094	0.09288	0.0258	0.0339	0.00187	0.01228	0	0	0.0577	0.00425	0.02369	0	0	0	0	0	0	0	0.0299	0.0393	0	0	0	0.063	0	0.02442	0.02186	0	0	0	0.08246	0	0	1.347	0	0.00049	0	0.00249	0.01609	0	0.02435	0	0	0	0	0	0	0	0.01688	0	0	4.06735	0.0049	0	0	0	0	1.35931	0	0	0.07841	0	0.01728	0.01584	0	0	0.29631	0.01323	0	0	0	0	0	0	0	0	0	0.27889	0	0	0	0	0	0	0.66581	0	0.00514	0	0.20985	0	0	0	0.30138	0	0	0.00603	0.01271	0.06304	0	0.02533	0.22096	0.02376	0	0	0	0	0.08637	0	0	0.06302	0	0.01954	0	0	0.00199	0.23251	0	0	0	0.09207	0.12603	0	0.01947	0.14768	0	0.06802	0	0.01068	0	0.01984	0.01062	0	0	0.01224	0.29501	0	0.00049	0.00017	0	0	0.00428	0.47489	0	0	0.00078	0.00397	0	0.01627	0	0	0.00379	0	0	0	0	0.00276	0.00182	0	0.13682	0	0	0.00574	0	0	0	0.05297	0.04403	0.14274	0	0	0	0	0.0941	0.00342	0.18544	0	0	0	0.01986	0.01323	0.12399	0	0	0	0	0.33525	1.79467	0	0.00606	0	0.01548	0.01292	0.05171	0	0	0.05087	0	0.0981	0.32063	0	0	0	0	0.03549	0	0	0.0061	0	0.01581	0	0	0	0.00053	0.00528	0	0.01481	0	0.00959	0.00217	0.02936	0	0	0	0	0	0.06313	0.0329	0	0	0.00145	0	0.00015	0.00726	0	0.24266	0	0	0	0	0	0	0	0	0	0.01553	0	0.00226	0	0.02258	0.01343	0.03744	0.02771	0	0.003	0.001	0	0	0	0.004	0	0	0
Anaerobutyricum_soehngenii	Anaerobutyricum_soehngenii	0.00449	0	1.21608	0	0	0.01429	0	0	0	0	0	0	0.00016	0	0.06043	0	0	0	0	0	0.00327	0	0	0.00235	0.0018	0	0.0234	0	0	0.85445	0	0.00817	0	0.16514	0	0	0	0	0	0.03544	0	0.04155	0	0	0	0	0	0.00493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02712	0	0	0	0	0.18505	0	0.13978	0	0.03466	0	0	0	0.05556	0.00641	0.29697	0	0.01561	0	0	0	0	0.12115	0.03582	0	0.00562	0	0	0.00156	0	0.09393	0	0	0	0	0	0.02867	0	0	0	0	0	0	0.04489	0	0	0	0	0	0	0.00053	0	0	0	0.02547	0	0	0	0.46014	0	0	0	0	0.08305	0	0.18295	0	0	0	0	0.00201	0	0	0	0	0.02294	0	0	0	0	0	0	0.27342	0	0	0	0	0.06832	0.00146	0	0.04089	0.08489	0.17333	0	0.81056	0	0.02763	0	0	0	0	0	0	0	0	0.15205	0	0	0	0	0	0	0.01278	0	0	0	0.1625	0	0	0.00176	0	0	0.67372	0	0	0	0	0	0	0	0	0.04521	0.09274	0	0.0527	0.02614	0.00207	0.19456	0.43415	0	0	0.02928	0.00623	0	0	0.00217	0	0	0	0	0	0	0	0	0	0.02198	0	0	0	0	0	0	0	0.01103	0	0	0.0255	0.05716	0.07825	0	0	0	0	0	0.02002	0.02283	0	0	0	0	0.04457	0	0	0.02834	0	0.00932	0	0	0	0.02223	0	0	0.10732	0	0	0.00146	0	0	0	0	0	0	0.16805	0.00138	0	0	0	0	0	0	0	0	0	0.00021	0.05063	0.14168	0	0	0	0	0	0	0	0.10067	0	0	0	0.02478	0	0	0	0.18097	0	0	0.01662	0.00231	0	0.40423	0	0	0	0.00363	0.12489	0	0.00729	0	0.00166	0	0	0	0	0.23949	0	0	0	0	0	0.02886	0	0	0	0	0.03426	0	0	0	0	0	0	0	0	0	0	0	0	0.36412	0	0.0385	0	0	0	0	0.04607	0	0	0	0	0	0.01771	0	0	0	0	0	0	0.00682	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerococcus_lactolyticus	Anaerococcus_lactolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerococcus_obesiensis	Anaerococcus_obesiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerococcus_SGB15407	Anaerococcus_SGB15407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00941	0.02649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06631	0	0.0228	0	0	0	0	0	0	0	0	0	0.0119	0	0.06489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00067	0	0	0	0	0	0	0	0	0	0	0.00126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerococcus_SGB4342	Anaerococcus_SGB4342	0	0	0	0	0	0.4037	0	0	0	0	0.296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06311	0	0	0.03663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03113	0	0	0	0	0.03936	0	0	0	0	0	0.02842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02169	0	0	0	0	0	0.00154	0	0	0	0	0	0	0	0.10573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerococcus_SGB53821	Anaerococcus_SGB53821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01764	0	0	0	0	0	0.29351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00041	0	0	0	0	0	0	0.04361	0	0.04755	0	0	0.01133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08247	0	0	0	0	0.11045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01634	0	0	0.00179	0	0	0	0	0	0.022	0	0	0	0	0	0	0.02552	0	0	0	0	0	0	0	0	0	0	0	0	0.17682	0	0	0.02561	0	0.0117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14304	0	0	0	0	0	0	0	0	0	0.00306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02944	0	0	0	0	0	0	0.22245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13109	0	0	0	0	0	0	0	0.09	0	0	0	0	0.00694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01784	0	0
Anaerococcus_SGB6671	Anaerococcus_SGB6671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
