NO,Composition
P0426,Hugu;Jinmaogouji;Wujiapi;Yinyanghuo;Liuxi;Baiqiegen;Yousongjie;Duhuo
P0427,Dingxiang;Tanxiang;Muxiang;Gancao;Suosharen;Baidoukou;Chenxiang;Huoxiang
P0428,Danggui;Shengdihuang;Shudihuang;Baishu;Jiqiao;Jingjie;Baishao;Fangfeng;Chenpi;Duzhong;Mudanpi;Chuangong;Ganjiang;Liuxi;Duhuo;Qiepi;Xuduan;Huangqi;Aiye;Xiangfu;Qianghuo;Honghua;Gancao;Fulin
P0429,Ruxiang;Wumei;Baiwojuzi;°×Ã×
P0430,TInglizi;Fangji;Muxiang;Fulin;Mutong;Renshen
P0431,Wubeizi;Shancigu;Chuanmo;Xusuizi;Wulinzhi;Banlangen;Hongdaji
P0432,Qiezi
P0433,Xiejie;Ruxiang;Moyao;Dilong;Zirantong;Wumingyi;Mubiezi
P0434,Binpian;Shexiang;Zhusha;Ruxiang;Honghua;Xiejie;Xionghuang;Ercha;Danggui;Moyao
P0435,Tenghuang;Sangshutan
P0436,Shexiang;Chuanshanjia;Muxiang;Xiejie;Xionghuang;Shanzhima;Mubiezi;Zirantong;Jiangcan;Wugong
P0437,Caowu;Tiannanxin;Wuchuan;Wulinzhi;Mubiezi;Yangzhizhuo;Manjinzi;Dilong;Baijiaoxiang;Moyao;Ruxiang;Mahuang;Diyu;Tianma;Jinmo
P0438,Shinanteng;Ruxiang;Moyao;Wuchuan;Wulinzhi;Zirantong;Mugua
P0439,Ruxiang;Moyao;Xiangfu;Danggui;Xiejie;Zirantong;Honghua;Yanhusuo;Husuibu
P0440,Danggui;Moyao;Chuangong;Gancao;Honghua;Xiejie;Ruxiang;Chishao;Dahuang
P0441,Qianghuo;Fangfeng;Jingjie;Duhuo;Danggui;Xuduan;Qingpi;Liuxi;Wujiapi;Duzhong;Honghua;Jiqiao
P0442,Yanhusuo;Duzhong;Rougui;Qianghuo;Shaoyao
P0443,Ruxiang;Moyao;Beimu;Liuxi;Xiejie;Duhuo;Qianghuo;Duzhong;Mugua;Shengdihuang;Gancao;Honghua;Mahuang;Maqianzi;Fangfeng
P0444,Danggui;Chuangong;Baishao;Shudihuang;Qianghuo;Duhuo;Jiegen;Jiqiao;Chaihu;Fulin;Baizhi;Gancao;Zisu;Chenpi;Xiangfu
P0445,Danggui;Shengdihuang;Chuangong;Chishao;Jingjie;Fangfeng;Gancao;Honghua;Zisuzi
P0446,Shudihuang;Xuduan;Duzhong;Danggui;Fuzi;Qingjiu
P0447,Ganheye
P0448,Dahuang;Shengdihuang;Shudihuang;Chuangong
P0449,Zisugeng;Houpu;Jiqiao;Sharen;Danggui;Honghua;Muxiang;Chishao;Taoren;Sumu;Xiangfu
P0450,Muxiang;Gancao;Chenxiang;Jiegen;Xiejie;Jiqiao;Binlang;Zisuzi;Laifuzi
P0451,Danggui;Chuangong;Shaoyao;Puhuang;Zexie;Jiqiao;Renshen;Dahuang;Chenxiang;Fulin;Gancao;Jiegumu
P0452,Shanbohe;Baotacao;Aijintunye;Zhoumiantengye
P0453,Husuibu;Shengjiang;Ruxiang;Danggui
P0454,Danggui;Chuangong;Baishao;Shengdihuang;Ruxiang;Moyao
P0455,Ruxiang;Moyao;Sumu;Jiangxiang;Songjie;Wuchuan;Zirantong;Dilong;Shuizhi;Xiejie;Longjiang;Tugou
P0456,Danggui;Huangqin;Qianghuo;Duhuo;Tianma;Mahuang;Zaojiao;Zhangmuzi;Wushu;Chuangong;Baizhi;Heshouwu
P0457,Sumu
P0458,Tubiechong;Zirantong;Ruxiang;Moyao;Zhusha;Jiejiebashuang;Shexiang
P0459,Shihui;Qingmayou;Dahuang
P0460,Taoren;Dahuang;Mangxiao;Gancao;Shengdihuang;Mudanpi;Zhishi
P0461,Taoren;Dahuang;Shengdihuang;Mangxiao;Gancao;Danggui;Sumu;Honghua
P0462,Taoren;Mangxiao;Gancao;Dahuang
P0463,Taoren;Danggui;Qianniuzi;Hupo;Nifen
P0464,Taoren
P0465,Tubiechong;Ruxiang;Moyao;Xiejie;Mangxiao;Husuibu;Danggui
P0466,Tianlingai
P0467,Tianma;Muxiang;Renshen;Fulin;Qianghuo;Baizhi;Tianliaomu;Chuangong;Danggui;Mahuang;Wushaoshe;Baifuzi;Longnao;Lujiao;Ganjuhua;Shengdihuang;Xixin;Niuhuang;Shexiang
P0468,Chuangong;Danggui;Shaoyao;Huangqi;Qingpi;Wuyao;Chenpi;Shudihuang;Ruxiang;Huixiang
P0469,Muxiang;Wuyao;Houpu;Baizhi;Qingpi;Kuxinren;Cangshu;Chenpi;Qianhu;Jiegen;Gancao
P0470,Danggui;Taoren;Dahuang;Liuxi;Chuangong;Chishao;Honghua;Shengdihuang;Qianghuo;Shengdihuang
P0471,Danggui;Shengdihuang;Rougui;Wuyao;Honghua;Chenpi;Baishao
P0472,Chenpi;Banxia;Fulin;Gancao;Jiqiao;´ó¸¹Æ¤;Honghua;Chuangong;Danggui;Baishao;Fangfeng;Binlang;Huangqi;Jiegen;Qingpi;Wuyao;Sumu;Zhishi;Huangqin;Zisu;Muxiang
P0473,Dahuang;Shengdihuang;Taoren;Jiqiao;Chishao;Danggui;Chenpi;Mutong;Mangxiao;Gancao
P0474,Dahuang;Mangxiao;Jiqiao;Houpu;Danggui;Chenpi;Mutong;Honghua;Sumu;Gancao
P0475,Huanglian;Cangshu;Huangbai;Rougui;Chuangong;Danggui;Baishao;Fangji;Baizhi;Taoren;Qilinxian;Qianghuo;Longdancao;Honghua;Fangfeng;Guijia;Duzhong
P0476,Chenpi;Danggui;Gansui
P0477,Muxiang;Danggui;Jinmaogouji;Fangfeng;Baiji;Bailian;Baizhi;Baishu;Ruxiang;Songxiang;Fengxiang;Kuxinren
P0478,Mahuang;Muzei;Chenpi;Gancao
P0479,Dahuang;Danggui
P0480,Danggui;Jiqiao;Mutong;Zelan;Dahuang;Taoren;Sumu;Honghua
P0481,Danggui;Dahuang;Honghua;Sumu
P0482,Jiqiao;Dahuang;Mangxiao;Chenpi;Houpu;Danggui;Mutong;Honghua;Sumu;Gancao
P0483,Naoyanghua;Ruxiang;Moyao;Xiejie
P0484,Wujiapi;Zirantong;Qingpi;Zijinpi;Duzhong;Honghua;Chuanshanjia;Jili;Danggui;Ruxiang;Moyao;Tubiechong
P0485,Ruxiang;Moyao;Wuchuan;Buguzhi;Cansha;Chuangong;Jingjie;Haitongpi;Zirantong;Caowu;Chixiaodou
P0486,Tusizi;Xuduan;Duzhong;Gansong;Kuxinren;Mutong;Wujiapi;Mudanpi;Hugu;Moyao;Danggui;Chuangong;Chenpi;Houpu;Jiqiao;Baizhi;Jingjie;Qianghuo;Banxia;Tiannanxin;Tianma;Ganjiang;Huoxiang;Jiegen;Lianqiao;BajiÌì;Huluba;Qingpi;Yizhiren;Bajiaohuixiang;»¬Ê¯;Caowu;Çå·çÌÙ;Baidoukou;Mike;Yuanzhi;Baishao;Baiziren;Wuyao;Wushu;Mahuang;Shinanteng;Duhuo;Huangqi;Jiangcan;Guijia;Chishao;Fangfeng;Xiangfu;Digupi;Wuzhuyu;Haitongpi;Liuxi;Cangshu;Quanxie;Shudihuang;Roucongrong;Zhishi;Sharen;Mugua;ºì¶¹Þ¢;Rougui;Fulin;Chuanjianzi;Wuchuan;Jiucaizi;Dingxiang;Wuweizi;Buguzhi;Muzei;Shannai;Xixin;Xiaohuixiang;ÇàÑÎ;Baifuzi;Muxiang;Èâ¹û;Lurong;Ruxiang;Liangjiang;²Ý¹û;Gancao;Sanleng;Longjiang;Zirantong;Xiejie;Baishu;Renshen
P0487,Huanggualou;Rendongcao;Ruxiang;Sumu;Moyao;Gancao
P0488,Tianxiong;Fuzi;Caowu;Husuibu;Baijiaoxiang;Wuchuan;Fangfeng;Tiannanxin;Xilinzhi;Pixie;Baifuzi;Zirantong;Huluba;Buguzhi;Jiangcan;Wulinzhi;Chixiaodou;Luomi;Ruxiang;Moyao
P0489,Qiandan;Moyao;Ruxiang;Xieyutan;×Ï¿ó;»±½Ç;Mubiezi;¸òò»;Bailian;Baiji;Danggui;Rougui;Shexiang;Baizhi;Kuxinren;Liuzhi;Ö¬ÂéÓÍ;Xiejie
P0490,Wujuzi
P0491,Danggui;Zirantong;Wujinshi;Dahuang
P0492,Cangshu;Caowu;Shengjiang;Congbai
P0493,Wutou;Goudan
P0494,Chixiaodou;Bailian;Chishao;Heshouwu;Xixin;Caowu;Baiji;Rougui;Tiannanxin;Danggui;Chuangong;Baicaoshuang;Husuibu;Wuyao
P0495,Maidong;Wuweizi;Renshen;Rougui;Gancao;Digupi;Xiaomai;¾¬Ã×
P0496,Shengdihuang;Gancao;Wuweizi;Renshen;Maidong;Xiaomai;Digupi;Þ¯°×;Shengjiang;¾¬Ã×
P0497,Danggui;Tiannanxin;Honghua;Baizhi;Fangfeng
P0498,Caowu;Shanzhima;Xionghuang;Xiejie;Chuanshanjia
P0499,Hougu;Ertai;Lutai;Xiejie;Hupo;Renshen;Zirantong
P0500,Danggui;Honghua;Baizhi;Fangfeng;Tiannanxin
P0501,Danggui;Chuangong;Shengdihuang;Baishao;Cangshu;Houpu;Fulin;Chenpi;Banxia;Jiegen;Qianghuo;Duhuo;Qianhu;Chaihu;Ganjiang;Jiqiao;Rougui;Gancao;Shengjiang
P0502,Wujiapi;Chuanliuxi;Huangqi;Yuzhu;Fangfeng;Fushou;Sangzhi;Danggui;Chenpi;Mugua;Sumu;Songjie;Chuangong;Zhizi;Duzhong;Qingjiu
P0503,Wujiapi;Rougui;Mianpi;Liangjiang;Sharen
P0504,Wujiapi;Husuibu;Xuduan;Qilinxian
P0505,Wulinzhi;Jingjie;Fangfeng;Qianghuo;Duhuo;Gancao;Chuanshanjia;Husuibu;Caowu;Shexiang
P0506,Moyao;Ruxiang;Huajiao;Shaoyao;Chuangong;Danggui;Zirantong
P0507,Zirantong;Huajiao;Danggui;Moyao;Ruxiang
P0508,Xiejie;Xionghuang;Honghua;Ercha;Zhusha;Ruxiang;Danggui;Moyao;Shexiang;Binpian
P0509,Shexiang;Wutou;Wulinzhi;Fangfeng;Ximo;Gancao;Ruxiang
P0510,Chi;Sufangmu
P0511,Chi
P0512,Renshen;Fangfeng;Chuangong;Houpu;Tiannanxin;Banxia;Jiegen;Rougui;Danggui;Huangqin;Baizhi;Qianghuo;Duhuo;Chaihu;Gancao
P0513,Chishao;Chuangong;Danggui;Shengma;Qianghuo;Chenpi;Banxia;Fangfeng;Tiannanxin;Gancao;Ganjiang
P0514,Xiaofengsan;Zhutongsan
P0515,Husuibu;Danggui;Wuchuan;Baiyangpi;Rougui;Wushu;Dingxiang;Ganjiang;Chuangong;Xixin;Fuzi;Ruxiang;Moyao;Shaoyao
P0516,Renshen;Huangqin;Tiannanxin;Banxia;Shengjiang
P0517,Zisu;Wuyao;Baishao;Chenpi;Gancao
P0518,Ajiao;Aiye
P0519,Gansong;Yizhiren;Xiangfu;Dingxiang;Gancao;Wushu;Sharen
P0520,Wuyao;Xiangfu;Ruxiang;Chenxiang
P0521,Mahuang;Chuangong;Ruxiang;Moyao;Chuanshanjia;Maqiandie
P0522,Rougui;Mahuang;Sangbaipi;Kuxinren;Jiegen;Xicha;Gancao
P0523,Wuchuan;Caowu;Jingjie;Cangshu;Zirantong;Baizhi;Dilong;Moyao;Ruxiang;Wujuzi;Huangguazhong;Mubiezi;Shaoguazhong
P0524,Xuduan;Shengdihuang;Danggui;Chuangong;Fuzi;Rougui;Zelan;Huajiao;Gancao
P0525,Xuduan;Fangfeng;Huangqi;Ruxiang;Moyao;Zirantong;Liuxi
P0526,Danggui;Shudihuang;Tusizi;Husuibu;Xuduan;Heshouwu;Fulin;Baishu;Mudanpi;Xiejie;Liuxi;Honghua;Ruxiang;Moyao;Hugu;Ercha;Lujiao;Zirantong
P0527,Gutongqian;Moyao
P0528,Layuezhuzhi;La;Qiandan;Zirantong;Mituoseng;Baifan;Xiejie;Moyao;Ruxiang;Zhusha
P0529,Tiannanxin;Wuchuan;Wulinzhi;Dilong;Ruxiang;Moyao;Jiangcan;Qianghuo;Tianma;Quanxie;Baifuzi;Zhusha;Qinfen;Xionghuang;Zhangnao;Shexiang
P0530,Shengdihuang;Chugen
P0531,Caowu;Ruxiang;Moyao;Wulinzhi;Shexiang
P0532,Duzhong;Danggui;Yanhusuo
P0533,Shengdihuang;Danggui;Chuangong;Chishao;Qianghuo;Shengdihuang;Wuyao;Qingpi;Qingjiu;Xuduan;Duzhong;Buguzhi;Gancao;Mugua;Sanqi;Jiqiao;Xiaohuixiang;Xiangfu;Wujiapi;Qilinxian
P0534,Zijinpi;Mudanpi;Wujiapi;Yujin;Wuyao;Rougui;Chuangong;Husuo;Muxiang;Yangzhizhuo;Ruxiang;Qianghuo
P0535,Danggui;Shengdihuang;Wuyao;Sanqi;Rougui;Ruxiang;Moyao;Liuxi;Mudanpi;Honghua;Husuo;Fangfeng;Duhuo;Duzhong;Wujiapi;Luodedacao;Chuangong;Hugu;Ganjiang;Jianghuang;Zijinpi;Haitongpi
P0536,Yeheshu;Jiecaizi
P0537,Xixin;Huangbai
P0538,Gutongqian;Tubiechong;Gualouren
P0539,Wulinzhi;Wuchuan;Moyao;Caowu;Dilong;Ruxiang;Shexiang;Zhusha;Baijiaoxiang
P0540,Gutongqian;Tianguazi;Zhenzhu
P0541,Yimucao
P0542,Tiannanxin;Baifuzi;Fangfeng
P0543,Zirantong;Lurong;Cangshu;Wuchuan;Tiannanxin;Hugu;ºúÌÒ;Gancao;Tianguazi;Moyao;Ruxiang;Longjiang;Huajiao;Huluba;Buguzhi;Xiangfu;Baizhi;Wulinzhi;¸¡Æ¼²Ý;Xiejie;Xionghuang;Huixiang;Chuanjianzi
P0544,Xiangfu;Zisuzi;Sumu;Laifuzi;Taoren;Danggui;Jiangxiang;Honghua;Zhishi;Qingpi;Chenxiang;Muxiang;Rougui;Ruxiang;Moyao;Huoxiang;Chenpi;Binlang;Wushu;Baidoukou
P0545,Renzhongbai
P0546,Tiannanxin;Fangfeng
P0547,Ìì³æ;Tiannanxin;Fangfeng;Baizhi
P0548,Tiannanxin;Fangfeng;Baizhi;Tianma;Qianghuo;Baifuzi
P0549,Tiannanxin;Fangfeng;Moyao
P0550,Cangshu;Chuangong;Shenqu;Xiangfu;Zhizi;Chenpi;Banxia;Fulin;Lianqiao;Laifuzi;Zhishi;Baishu;Huanglian;Shanzha;Muxiang;Danggui
P0551,Danggui;Baishao;Chuangong;Chaihu;Xiangfu;Cangshu;Zhizi;Shenqu;éÙºì;Banxia;Fulin;Huanglian;Sangbaipi;Digupi;Chuanbei;Gancao
P0552,Ü¿Ì¦×Ó;Dahuang;Moyao;Puhuang;Shuizhi;Nifen;Shengdihuang;Shengjiang
P0553,Zelan;Danggui;Honghua;Mudanpi;Qingniuhuang;Taoren;Chishao
P0554,Zelan;Mudanpi;Liuxi;Taoren;Honghua;Danggui;Sanqi;Chishao
P0555,Zelan;Chishao;Danggui;Baizhi;Puhuang;Chuangong;Xixin;Yanhusuo;Liuxi;Tianxiong;Taoren;Shengdihuang;Dahuang;Shengdihuang;Xuduan;Zaojia
P0556,Dahuang;Taoren;Honghua;Danggui;Liujilu;Chuangong;Chishao
P0557,Zijinpi;Rougui;Bajiaohuixiang;Gancao;Wuchuan;Caowu
P0558,Sumu;Danggui;Baiwojuzi;Wumingyi;Moyao;Ruxiang
P0559,Danggui;Chuangong;Baishao;Cangshu;Houpu;Fulin;Banxia;Baizhi;Jiqiao;Jiegen;Ganjiang;Shengdihuang;Mahuang;Gancao;Qianghuo;ÃÛÏã
P0560,Dingxiang;Muxiang;Xiejie;Ercha;Dahuang;Honghua;Danggui;Á«×Ó;Fulin;Baishao;Mudanpi;Gancao
P0561,Shudihuang;Danggui;Chuangong;Chishao;ÖªÄ¸;Huangbai;Mutong;Gancao
P0562,Chuanbei;ÕãBeimu;Banxia;ÖñÈã;¶¬»¨;Sangbaipi
P0563,Baizhi;Like;Gancao;Ruxiang;Moyao
P0564,»ÆÂé;Xieyutan;Ruxiang
P0565,Danggui;Liuxi;Chuangong;»´Shengbian;Chishao;Baizhi;Qianghuo;Duhuo;Duzhong;Xuduan;Rougui;Bajiaohuixiang;Ruxiang;Moyao;Muxiang;Dingpi;Chenxiang;Xiejie
P0566,Niuhuang;Tenghuang;Dahuang;²ÎÉ½Æá;ÌìóÃ»Æ;Ã÷Ñü»Æ;·ÛÌõErcha;Binpian;°¢Îº;Moyao;Xiejie;Shexiang;Ruxiang
P0567,Danggui;Dahuang;Shengdihuang;Chishao;Taoren;Honghua;Mudanpi;Guijia
P0568,Duzhong;Bajiaohuixiang;Xiaohuixiang
P0569,Chuangong;Qianghuo;Duhuo;Fangfeng;Yanhusuo;Danggui;Honghua;Xiangfu;Chenpi;Mudanpi;Shengdihuang;Liuxi;Wuyao;Qingpi;Jiqiao;ÂóÑ¿;Baishu;Shengdihuang;Taoren;Shenqu;Duzhong;Chaihu;Mugua;Huangqin;Jingjie;Wujiapi;Xuduan;Sumu;Gancao;Mutong
P0570,Baishao;Danggui;Chuangong;Xuduan;Honghua;Shengdihuang;Liuxi;Mudanpi;Duzhong
P0571,Shudihuang;Duzhong;É½Óó;èÛè½;Buguzhi;Honghua;Qianghuo;Duhuo;Roucongrong;Tusizi;Danggui
P0572,Gutongqian;Badou;Dahuang;ÑòëÖ¹Ç
P0573,×Ï¸ð;Ê¯¸à;Renshen;Danshen;Xixin;×Ï²Î;Kushen;Xuanshen;ÆëÑÎ;´úô÷Ê¯;Roucongrong;Badou;Wutou;Ganjiang;Shengdihuang;Duhuo
P0574,Wuchuan;Caowu;Wulinzhi;Mubiezi;Husuibu;Qilinxian;Jinmaogouji;Zirantong;Fangfeng;Dilong;Wuyao;Qingpi;Chenpi;Huixiang;Qianniuzi;Ruxiang;Moyao;Hongliangzi;Shexiang;Yuyuliang
P0575,Zijinpi;Liujilu;Danggui;Baizhi;Chishao;Baishao;Qianniuzi;Shengdihuang;Chuangong;Chuanliuxi;Ruxiang;Moyao;Buguzhi;Mutong;Muxiang;Zirantong;Huoxiang;Muzei;Rougui;Qianghuo;Duhuo;Banxia;Husuibu;Caowu;Wuchuan
P0576,×Ï¾£ÌÙ;Jiangxiang;Xuduan;Husuibu;Wumingyi;Hupo;Puhuang;Liuxi;Danggui;Taoren;Dahuang;Mangxiao
P0577,Dahuang;Ganqi;Jiqiao;Honghua;Wulinzhi;Danggui;Taoren;Baishao;Shengdihuang;Tubiechong;Xiangfu;Mudanpi;Liuxi;Chuangong;Gutongqian;Xiejie;Zirantong
P0578,Ï¬»Æ;Xionghuang;Dahuang;ÌìóÃ»Æ;Tenghuang;Binpian;Ercha;²ÎSanqi;Xiejie;Ruxiang;Moyao;Shexiang;°¢Îº
P0579,Zirantong;Ruxiang;Moyao;Danggui;Qianghuo
P0580,Heidou;Wuchuan;Ruxiang;Moyao;Caowu
P0581,Wumei
P0582,Mike;Danggui;Ruxiang;Moyao;Xiejie;Gancao;Chuangong;Gutongqian
P0583,Qianhu;Baishu;Baizhi;Chuangong;Huajiao;Wuzhuyu;Fuzi;Danggui;Xixin;Shengdihuang
P0584,Gutongqian;Moyao;Ruxiang;Zhenzhu
P0585,Ruxiang;Moyao;º¢Ercha;²Ï¼ë
P0586,Danggui;Shudihuang;Mubiezi;Chuangong;Caowu;Shaoyao;Xixin;Zirantong
P0587,Heidou;Danggui;Shudihuang
P0588,Cangshu;ºìÇú;Xiangfu;Baizhi;Caowu
P0589,Muxiang;Gutongqian;Zirantong;Shexiang
P0590,Mike;Mahuang;Ruxiang;Danggui;Gancao;Shaoyao
P0591,º£óªòÙ;Mubiezi;Baiji;°×Á²
P0592,Caowu;Cangshu;Qingpi;Baizhi
P0593,Danggui;Caowu;Baizhi
P0594,Heshouwu;Caowu;Ruxiang;Moyao
P0595,ÆßÆøó¿¿Ú;Gutongqian
P0596,Ruxiang;Moyao;Zirantong;»¬Ê¯;Longjiang;³àShizhi;Shexiang
P0597,Danggui;Chuangong;Baishao;Renshen;Rougui;Qingpi;Chenpi;Mahuang;Cangshu;Dingxiang;Qingniuhuang;Ruxiang;Moyao;Chenxiang;Xiejie;Ercha;Gancao
P0598,Xieyutan
P0599,´¿»ÆË¿;Hugu;Gutongqian;±î¼×
P0600,Heshouwu;Fuzi;Ruxiang;Moyao;Muxiang;Danggui;Gancao;Wulinzhi;Zirantong;Wuchuan
P0601,·àÊºÄÚÍß×Ó;Tianguazi
P0602,Tianhuafen;Gualouren
P0603,Ð·
P0604,Tubiechong;Badou;Banxia;Ruxiang;Âí°ü
P0605,Gutongqian;Tubiechong
P0606,Ruxiang;Moyao;Zirantong;Gutongqian;Tianguazi;Âç»§Ãà;Danggui;Shaoyao;Chuangong;Caowu
P0607,Banxia;Zirantong;Ruxiang;Gutongqian;Moyao;Husuibu
P0608,Shuizhi;Moyao;Ruxiang;Mubiezi;Huoxiang;Muxiang;Fuzi;Caowu;Ãà×Ó»Ò;Zirantong;Xieyutan
P0609,ÖñÈã;Luanfa;Yanhusuo
P0610,Shuizhi;Shexiang;Gutongqian;Zirantong
P0611,½Ó¹ÇÍ­;Tubiechong
P0612,Hugu;Guijia;Huangqi;Liuxi;Pixie;Xuduan;Ruxiang
P0613,Danggui;Honghua;Taoren;Dahuang;Zirantong;Tubiechong;»ÆÂé;Ruxiang;Moyao;Ercha;Zhusha;Xionghuang;Husuibu;Gutongqian;Shexiang
P0614,Moyao;Xiejie;Dingxiang;Hugu;Ruxiang;Husuibu;Sangbaipi;Chixiaodou
P0615,Danggui;Xuduan;Husuibu;Liuxi;Taoren;½ðYinhua
P0616,»¢¾¦;Jinbo;Yinbo;Zhusha;Fulin;ÁçÑò½Ç;Yuanzhi;Renshen;Maidong;Puhuang
P0617,Wulinzhi;Mubiezi;Chuanshanjia;Dilong;»ÆÂé;Shexiang;Ü¿Ïã;Ruxiang;Gutongqian;Zirantong;Caowu;Quanxie;Danggui;Jinmo
P0618,Yimucao;Ò»ÖØµ£
P0619,Ganjiang;Rougui;Liuxi;Qianghuo;Chuangong;Xixin;Jianghuang;Shaoyao;Caowu;Wuchuan;Husuibu;Danggui;Cangshu;Ä¾±îÈâ;Moyao;Heshouwu;Jiegen;Ruxiang;Chixiaodou;Baizhi;Haitongpi
P0620,Qiandan;Mituoseng;Zirantong;Zhusha;Xiejie;Ruxiang;Moyao;»ÆLa;Baifan;Layuezhuzhi
P0621,Moyao;Xiejie;Dingxiang;Hugu;Ruxiang;Husuibu;Sangbaipi;Chixiaodou
P0622,Gutongqian;Ruxiang;Moyao;Qinfen
P0623,Qingmayou;Huangqi;Mutong;Kuxinren;Zaojia;Luanfa
P0624,Shuizhi;Zirantong;Danggui;Wumingyi;Ruxiang;Moyao;Í¸ÂÞÃà;Xieyutan;Cangshu;Wulinzhi;Caowu;Gutongqian
P0625,Ruxiang;Moyao;Huajiao;Gutongqian;ÂíÀ¼»¨;Baizhi;Wuchuan;Zirantong;Baijiaoxiang;Danggui;Muxiang;Chishao;Caowu;Mituoseng;Chuangong;ºì¶¹Þ¢
P0626,Danggui;Huangqi;Chishao;Liuxi;Rougui;Baizhi;Zijinpi;Wuchuan;Ruxiang;Moyao
P0627,Moyao;Ruxiang;Danggui;Huajiao;Zirantong;Chishao;°Ü¹ê°å;Hugu;Baizhi;Husuibu;Qianjinteng
P0628,Bailian;Baiji;Tiannanxin;Shaoyao;Danggui;Xixin;Chixiaodou;Baicaoshuang
P0629,Ruxiang;Moyao;Xiejie;Beimu;Qianghuo;Muxiang;Houpu;Wuchuan;Caowu;Baiji;Shexiang;Zijinpi;Xiangfu;Xiaohuixiang;¼×Öé;Zirantong;Mugua;Rougui;Danggui;Duhuo;Xuduan;Hugu;Chuangong
P0630,Ruxiang;Moyao;Husuibu;Danggui;Mangxiao;Xiejie;Tubiechong
P0631,Renshen;Longjiang;³àShizhi;Ruxiang;Moyao;Xiejie;Qinfen;Beimu;Zhenzhu;Binpian
P0632,Ruxiang;Moyao;Xiejie
P0633,Zijinpi
P0634,Huixiang;Zhangnao;Honghua
P0635,µÎ»¨ÉÕJiu;Zhangnao;ó¿ËÚ
P0636,²Ø¹Ï½ªÔã;Shudihuang;Shengjiang;Aiye
P0637,Zhenzhu;»¬Ê¯;Â¯¸ÊÊ¯;Mangxiao;Ruxiang;Ý©Üù
P0638,Moyao;Ruxiang;Qinfen;Ercha;Longjiang;Qiandan;Xiejie;Binpian;Zhenzhu;Baicaoshuang
P0639,Fangfeng;Jingjie;Chuangong;Gancao;Danggui;Huangbai;Cangshu;Mudanpi;Huajiao;Kushen
P0640,Songxiang;Qiandan;Jili;°×ÏÊÆ¤
P0641,Bailian;Baiji;Baizhi;±ÌÂ«Æ¤
P0642,Baizhi;Tiannanxin;Baishu;Heshouwu;Jiegen;Qianghuo;Duhuo;Baishao;Baiyangpi;Chuangong;Fulin;Bailian;Danggui;Yiniren;Husuibu;Liuxi;Xuduan;Wuchuan;Xixin;Rougui;Fengxiang;Ruxiang;Moyao
P0643,ÂéÓÍ;Songxiang;°×La;»ÆLa;Qinfen;Binpian;Shexiang;¼¦µ°°×
P0644,°Ù²Ý
P0645,Huoxiang;Aiye;±ÍÂé×Ó;Caowu;Jingjie;Wuyao;Shengdihuang;Fengfang;Þ»±¾;Qingjiu;Quanxie;Jiqiao;Qilinxian;Taoren;Huangqin;Xuanshen;Muxiang;Duhuo;Kuxinren;Rougui;Mahuang;°×ÏÊÆ¤;Tiannanxin;Danggui;Tanxiang;Jiangcan;Fuzi;Zaojia;Xiangfu;Laifuzi;Shengdihuang;Cangshu;Qianghuo;Zijinpi;Beimu;Liuxi;Bailian;Husuibu;Fangfeng;Chishao;Çå·çÌÙ;Sumu;Xixin;Wujiapi;Chuangong;²õÍÉ;Liangjiang;´ó·ç×Ó;Lianqiao;Dingxiang;Gancao;Zhizi;±î¼×;Baiji;Xuduan;Honghua;×ÏDingpi;Banxia;Baizhi;Kushen;Xieyutan;Dahuang;Wugong;ÉßÍÉ;»±Ö¦;ÌÒÖ¦;Liuzhi;Sangzhi;ÓÜÖ¦;Songxiang;Baicaoshuang
P0646,Baizhi;Rougui;Danggui;Xuanshen;Dahuang;Chishao;Mubiezi;Xieyutan;Shengdihuang
P0647,Banao;»ÆLa;ÖíÖ¬
P0648,Shengdihuang;Cangshu;Jiqiao;Wujiapi;Wushu;Taoren;Shannai;Danggui;Wuchuan;Chenpi;Wuyao;Sanleng;Dahuang;Heshouwu;Caowu;Chaihu;Fangfeng;Liujilu;Zaojia;Qianghuo;Qilinxian;Chishao;Tiannanxin;Xiangfu;Jingjie;Baizhi;º£·çÌÙ;Þ»±¾;Xuduan;Liangjiang;Duhuo;Mahuang;Gansong;Lianqiao;Chuangong;Xieyutan;Qiandan;Rougui;Shexiang;Muxiang;Fuzi;Binpian;Zhangnao;Xiaohuixiang;Ruxiang;Moyao;°¢Îº;Xixin
P0649,Shengdihuang;Cangshu;Jiqiao;Wujiapi;Wushu;Taoren;Shannai;Danggui;Wuchuan;Chenpi;Wuyao;Sanleng;Dahuang;Heshouwu;Caowu;Chaihu;Fangfeng;Liujilu;Zaojia;Chuangong;Rougui;Qianghuo;Qilinxian;Chishao;Tiannanxin;Xiangfu;Jingjie;Baizhi;º£·çÌÙ;Þ»±¾;Xuduan;Liangjiang;Duhuo;Mahuang;Gansong;Lianqiao
P0650,Liqin;Qilinxian;±ÍÂé×Ó;»ÆLa;Ruxiang;Moyao;ÂéÓÍ;Mubiezi
P0651,ÜêÜØ;Liangjiang;Xixin
P0652,±ÍÂé×Ó;Mubiezi;Canger;Xionghuang;Jinmaogouji
P0653,Binlang;Huanglian;Muxiang;Longjiang
