OTUID	All	KO	OE	WT
ASV_471	0.028953	0.02339957	0.03109356	0.03236495
ASV_546	0.029137	0.02721846	0.03897161	0.02122157
ASV_730	0.02918	0.02895143	0.03984001	0.01874777
ASV_1025	0.028839	0.04292246	0.02850517	0.01508794
ASV_437	0.02859	0.03384126	0.03518511	0.01674444
ASV_634	0.028739	0.03211222	0.03461220	0.01949183
ASV_2411	0.028128	0.02985335	0.02601782	0.02851223
ASV_468	0.028415	0.01785444	0.03469133	0.03269800
ASV_560	0.027799	0.03818984	0.02491217	0.02029445
ASV_464	0.027907	0.02926762	0.02994840	0.02450596
ASV_545	0.02754	0.03398958	0.02419516	0.02443455
ASV_431	0.02776	0.01795114	0.02697945	0.03834891
ASV_447	0.027917	0.01708284	0.03093167	0.03573660
ASV_492	0.027826	0.01699714	0.02936640	0.03711567
ASV_497	0.028026	0.02440446	0.03112770	0.02854733
ASV_605	0.027812	0.02542802	0.02985800	0.02815036
ASV_618	0.028207	0.02430545	0.03029399	0.03002150
ASV_453	0.02785	0.02718208	0.03135444	0.02501284
ASV_493	0.027829	0.03681045	0.02843635	0.01824057
ASV_495	0.027375	0.03484824	0.02239698	0.02488101
ASV_575	0.029392	0.011360493	0.069093517	0.007723382
ASV_469	0.028358	0.008621025	0.046431567	0.030021115
ASV_510	0.027687	0.02488513	0.03017999	0.02799603
ASV_534	0.02945	0.006633497	0.074892995	0.006822488
ASV_462	0.027193	0.03438518	0.02267089	0.02452412
ASV_499	0.02753	0.02206802	0.03063850	0.02988491
ASV_449	0.027252	0.02721368	0.02650586	0.02803516
ASV_484	0.026865	0.004867828	0.013874924	0.061851398
ASV_678	0.027339	0.03080111	0.02709263	0.02412204
ASV_474	0.027172	0.0344936	0.0257042	0.0213181
ASV_524	0.02706	0.02572317	0.03144203	0.02401534
ASV_451	0.026533	0.009942479	0.030069196	0.039588055
ASV_504	0.026445	0.02489486	0.02532745	0.02911338
ASV_577	0.026973	0.01946639	0.03241350	0.02903908
ASV_648	0.027151	0.02188225	0.04099709	0.01857311
ASV_1586	0.026215	0.03132500	0.01946517	0.02785422
ASV_487	0.026564	0.01983180	0.03523244	0.02462745
ASV_488	0.026193	0.02134329	0.02460324	0.03263171
ASV_502	0.026646	0.02019696	0.03701515	0.02272499
ASV_551	0.026386	0.02313132	0.02730869	0.02871760
ASV_592	0.026195	0.03147871	0.01956126	0.02754410
ASV_459	0.025666	0.001370940	0.003122524	0.072504628
ASV_536	0.02649	0.01521966	0.04023074	0.02401948
ASV_543	0.026125	0.01996005	0.03087497	0.02753890
ASV_496	0.026808	0.02617343	0.03836527	0.01588522
ASV_511	0.025298	0.04669379	0.01784999	0.01134987
ASV_609	0.025869	0.02479929	0.02922794	0.02357986
ASV_554	0.025682	0.02351729	0.03040393	0.02312536
ASV_566	0.025858	0.02089048	0.03176312	0.02491926
ASV_578	0.025303	0.03547639	0.02147278	0.01895897
ASV_2543	0.025974	0.01183855	0.04100994	0.02507496
ASV_607	0.025056	0.02801220	0.02352683	0.02362780
ASV_512	0.024362	0.03530375	0.01882482	0.01895745
ASV_613	0.02591	0.01861482	0.04379360	0.01532025
ASV_455	0.025411	0.01755985	0.03685741	0.02181532
ASV_483	0.02488	0.01814458	0.02296580	0.03352924
ASV_571	0.024685	0.02587998	0.02729632	0.02087943
ASV_834	0.025505	0.01782428	0.03688656	0.02180274
ASV_1408	0.024799	0.01557050	0.02574544	0.03308240
ASV_522	0.024838	0.02090140	0.02963536	0.02397826
ASV_822	0.024927	0.03055973	0.02704854	0.01717302
ASV_489	0.024691	0.02035394	0.02507996	0.02863786
ASV_718	0.024558	0.01955567	0.02551414	0.02860479
ASV_1987	0.024494	0.02128205	0.02725319	0.02494727
ASV_503	0.024719	0.01659785	0.03481438	0.02274373
ASV_553	0.024478	0.007261741	0.032642576	0.033528188
ASV_516	0.02427	0.02375992	0.02549831	0.02355220
ASV_528	0.024338	0.02111860	0.02960538	0.02229109
ASV_550	0.023766	0.02789086	0.01784460	0.02556244
ASV_847	0.023978	0.02441203	0.02443011	0.02309129
ASV_527	0.02346	0.02681925	0.02161109	0.02195035
ASV_568	0.026313	0.001316568	0.077621146	0.000000000
ASV_1118	0.024788	0.008684511	0.049314337	0.016366314
ASV_557	0.024004	0.02748129	0.02876005	0.01577007
ASV_581	0.0244	0.005775794	0.037499754	0.029923161
ASV_942	0.024277	0.02149759	0.03133395	0.01999851
ASV_1246	0.024786	0.007654161	0.049855076	0.016847952
ASV_537	0.02399	0.01805542	0.03133763	0.02257638
ASV_594	0.023546	0.01936590	0.02284480	0.02842727
ASV_803	0.024086	0.01629886	0.03372912	0.02222967
ASV_530	0.023456	0.01746912	0.02155433	0.03134460
ASV_562	0.023305	0.02552519	0.02401019	0.02037933
ASV_529	0.023028	0.02030127	0.01793811	0.03084451
ASV_559	0.023883	0.02291067	0.03239006	0.01634919
ASV_525	0.023677	0.01819838	0.03293818	0.01989325
ASV_606	0.024262	0.01550931	0.04089047	0.01638613
ASV_519	0.023303	0.01103401	0.03169341	0.02718177
ASV_579	0.02328	0.01861825	0.03167287	0.01955003
ASV_644	0.023291	0.03454654	0.02167073	0.01365544
ASV_707	0.02302	0.02214908	0.02705767	0.01985454
ASV_1116	0.023239	0.02416975	0.02876964	0.01677684
ASV_574	0.023357	0.00845930	0.03648625	0.02512677
ASV_620	0.022827	0.02304907	0.02047018	0.02496164
ASV_549	0.022603	0.02694453	0.02003406	0.02083015
ASV_576	0.023137	0.02017539	0.03012512	0.01911188
ASV_681	0.022476	0.03648263	0.01593949	0.01500658
ASV_886	0.022988	0.008405504	0.035325201	0.025232907
ASV_1456	0.022901	0.01630698	0.02924661	0.02315047
ASV_518	0.02277	0.007928841	0.026463007	0.033919256
ASV_1537	0.022022	0.03225916	0.01374999	0.02005536
ASV_501	0.022534	0.005277401	0.030974120	0.031349139
ASV_514	0.022466	0.02122321	0.02752717	0.01864627
ASV_533	0.021837	0.005703091	0.002083866	0.057724632
ASV_622	0.022115	0.02849427	0.01685552	0.02099499
ASV_650	0.023102	0.02362569	0.03337839	0.01230304
ASV_704	0.022539	0.02077141	0.02651493	0.02032992
ASV_572	0.022307	0.01720558	0.02698429	0.02273039
ASV_1619	0.022404	0.01591325	0.03170748	0.01959224
ASV_532	0.022	0.02471996	0.02053767	0.02074166
ASV_552	0.021933	0.01644284	0.02003252	0.02932419
ASV_558	0.022516	0.007254475	0.036803715	0.023490956
ASV_561	0.021901	0.01571091	0.02455494	0.02543709
ASV_596	0.021713	0.009783736	0.015793797	0.039562929
ASV_640	0.021366	0.02713457	0.01430950	0.02265543
ASV_775	0.022548	0.02041239	0.03191735	0.01531349
ASV_862	0.022342	0.005975874	0.032899019	0.028149983
ASV_1986	0.021763	0.01758449	0.02510649	0.02259880
ASV_612	0.022	0.009544022	0.034602786	0.021852567
ASV_614	0.02187	0.02212095	0.03257305	0.01091553
ASV_647	0.022057	0.01847446	0.03092748	0.01677012
ASV_696	0.021907	0.02237649	0.02523672	0.01810647
ASV_998	0.022364	0.004578521	0.039776229	0.022738138
ASV_1817	0.021481	0.02683446	0.02023611	0.01737371
ASV_639	0.021707	0.01655560	0.02863682	0.01992958
ASV_859	0.021572	0.01865541	0.02259501	0.02346472
ASV_2043	0.021182	0.01968886	0.02349196	0.02036427
ASV_565	0.021963	0.007939959	0.040307239	0.017642705
ASV_810	0.021537	0.01374229	0.02899823	0.02186982
ASV_962	0.021501	0.02103530	0.02485777	0.01860879
ASV_2517	0.020659	0.03233809	0.01331547	0.01632344
ASV_567	0.021271	0.01057221	0.02700899	0.02623308
ASV_580	0.021608	0.01018130	0.03090697	0.02373463
ASV_601	0.021486	0.01146991	0.03347179	0.01951578
ASV_1674	0.02171	0.01371379	0.03771844	0.01369783
ASV_591	0.021149	0.02473178	0.02113258	0.01758201
ASV_617	0.020871	0.02181887	0.02034732	0.02044819
ASV_642	0.021105	0.01556162	0.02594687	0.02180763
ASV_1982	0.020895	0.03303469	0.01884079	0.01080839
ASV_563	0.021027	0.02187870	0.02663017	0.01457087
ASV_570	0.020543	0.02054714	0.01789565	0.02318742
ASV_615	0.021092	0.01719886	0.03115833	0.01491844
ASV_654	0.020919	0.0292345411	0.0330730696	0.0004502557
ASV_660	0.021058	0.01608754	0.02470899	0.02237630
ASV_626	0.020648	0.02520680	0.02314252	0.01359592
ASV_829	0.021506	0.01292054	0.03842085	0.01317542
ASV_2360	0.021159	0.005950911	0.037065059	0.020460733
ASV_587	0.020086	0.03065415	0.01440794	0.01519449
ASV_624	0.020813	0.01803852	0.02619941	0.01820229
ASV_630	0.020656	0.01185848	0.02056682	0.02954206
ASV_670	0.020917	0.006874569	0.034087122	0.021788691
ASV_703	0.020349	0.01577655	0.02084369	0.02442605
ASV_564	0.020021	0.02276191	0.01736886	0.01993214
ASV_600	0.020274	0.02465820	0.01937826	0.01678534
ASV_602	0.019845	0.031516545	0.009282057	0.018735964
ASV_616	0.019972	0.01796451	0.01335753	0.02859379
ASV_655	0.019931	0.02298556	0.01376158	0.02304667
ASV_691	0.020883	0.01940861	0.02407254	0.01916889
ASV_548	0.020407	0.00498765	0.02408675	0.03214591
ASV_610	0.019456	0.003262856	0.004107738	0.050997290
ASV_676	0.01999	0.02104384	0.01990532	0.01901990
ASV_690	0.020447	0.01204400	0.03032785	0.01896811
ASV_767	0.019602	0.03045226	0.01699953	0.01135395
ASV_1269	0.020139	0.01580348	0.02829514	0.01631977
ASV_2899	0.020443	0.01414361	0.03224856	0.01493546
ASV_584	0.019965	0.01683106	0.02041002	0.02265519
ASV_608	0.0201	0.01824707	0.02707386	0.01497765
ASV_668	0.02029	0.025845364	0.029118455	0.005907294
ASV_693	0.020386	0.01878054	0.02915066	0.01322608
ASV_700	0.019906	0.01684517	0.02336365	0.01951027
ASV_595	0.019639	0.02023096	0.01735938	0.02132801
ASV_638	0.01983	0.007283578	0.028738101	0.023467610
ASV_643	0.019548	0.01587807	0.02146305	0.02130203
ASV_724	0.019879	0.01900164	0.02104555	0.01959016
ASV_637	0.01937	0.02131815	0.01639808	0.02039272
ASV_653	0.019485	0.01509928	0.01980326	0.02355223
ASV_665	0.019459	0.02773413	0.01704762	0.01359654
ASV_666	0.019854	0.006794261	0.025954836	0.026811780
ASV_675	0.019198	0.02448039	0.01316326	0.01995129
ASV_913	0.018766	0.039850096	0.008238996	0.008209046
ASV_2270	0.019563	0.01772836	0.02455847	0.01640069
ASV_636	0.019422	0.02170804	0.02203654	0.01452134
ASV_689	0.019395	0.01717183	0.01789114	0.02312263
ASV_697	0.020072	0.01399526	0.03258907	0.01363044
ASV_709	0.019698	0.00465626	0.02991096	0.02452662
ASV_728	0.01925	0.01361140	0.01630133	0.02783696
ASV_731	0.019416	0.03008726	0.01443871	0.01372068
ASV_598	0.019337	0.01659858	0.02559245	0.01581934
ASV_635	0.019535	0.01244001	0.02705446	0.01911054
ASV_589	0.018816	0.01844761	0.01581592	0.02218509
ASV_623	0.019489	0.01625811	0.02723977	0.01496799
ASV_632	0.019598	0.007802556	0.033774706	0.017217793
ASV_633	0.018772	0.039029386	0.009075969	0.008211500
ASV_649	0.017502	0.051488404	0.001017066	0.000000000
ASV_674	0.019607	0.01396538	0.03126436	0.01359000
ASV_715	0.019103	0.02434938	0.01936434	0.01359462
ASV_781	0.019197	0.006064865	0.023577487	0.027949873
ASV_909	0.018859	0.02497039	0.01522556	0.01638139
ASV_968	0.020301	0.004648401	0.050297749	0.005958089
ASV_1055	0.019167	0.01157599	0.02516319	0.02076147
ASV_631	0.018757	0.02149871	0.01575299	0.01901924
ASV_673	0.01902	0.01689015	0.02342889	0.01674158
ASV_692	0.019341	0.01246514	0.03191113	0.01364647
ASV_705	0.017694	0.042153740	0.008191720	0.002737512
ASV_743	0.018901	0.01439833	0.02506005	0.01724430
ASV_988	0.018733	0.01466762	0.01883712	0.02269381
ASV_671	0.020101	0.001350014	0.053527887	0.005424439
ASV_682	0.018218	0.02948875	0.01021865	0.01494610
ASV_711	0.018219	0.01518746	0.01926088	0.02020820
ASV_768	0.018943	0.020670883	0.026502304	0.009655427
ASV_603	0.018502	0.01949508	0.01840447	0.01760786
ASV_938	0.018623	0.01498200	0.02317375	0.01771333
ASV_2061	0.018595	0.01593179	0.02670913	0.01314370
ASV_629	0.018214	0.01406341	0.01930740	0.02127134
ASV_662	0.017501	0.0485258016	0.0030778684	0.0009005115
ASV_677	0.018594	0.01085495	0.02591220	0.01901355
ASV_685	0.018309	0.01399363	0.02106003	0.01987446
ASV_695	0.017892	0.01995975	0.01473314	0.01898233
ASV_1912	0.018558	0.01870016	0.02191815	0.01505621
ASV_733	0.018392	0.01110236	0.02592101	0.01815386
ASV_756	0.018141	0.02401442	0.01653015	0.01387853
ASV_1293	0.018152	0.02405171	0.01950115	0.01090359
ASV_2106	0.018357	0.009817196	0.025754193	0.019500224
ASV_641	0.018468	0.009722649	0.031481099	0.014199464
ASV_680	0.018303	0.01280892	0.02255829	0.01954193
ASV_776	0.018303	0.01293560	0.02834059	0.01363261
ASV_1102	0.018163	0.01658278	0.02061645	0.01729028
ASV_706	0.018429	0.01770336	0.02444773	0.01313698
ASV_710	0.0172	0.006774293	0.008603654	0.036222281
ASV_919	0.017864	0.009404535	0.018905558	0.025282303
ASV_683	0.017359	0.02109923	0.01338031	0.01759617
ASV_686	0.01766	0.01492322	0.02047181	0.01758455
ASV_744	0.017216	0.035393528	0.015350743	0.000902633
ASV_2327	0.017514	0.003306848	0.019800293	0.029436351
ASV_659	0.017331	0.01010647	0.01381121	0.02807408
ASV_664	0.018563	0.005236439	0.044071468	0.006380254
ASV_687	0.01739	0.021686999	0.020493269	0.009988766
ASV_801	0.018159	0.004135459	0.034059405	0.016283133
ASV_1339	0.017432	0.01150557	0.02131807	0.01947158
ASV_2225	0.017149	0.01965644	0.01540570	0.01638530
ASV_2480	0.017727	0.01109287	0.02713748	0.01495057
ASV_713	0.017342	0.02131707	0.01751409	0.01319524
ASV_720	0.017213	0.02402153	0.01540977	0.01220720
ASV_735	0.017575	0.01245137	0.02214001	0.01813253
ASV_774	0.017352	0.01508755	0.01692469	0.02004248
ASV_778	0.017448	0.01748764	0.01940252	0.01545429
ASV_861	0.016772	0.022376569	0.009751575	0.018187814
ASV_679	0.017545	0.01145392	0.02660524	0.01457727
ASV_694	0.017381	0.01714865	0.02094625	0.01404692
ASV_701	0.017226	0.01783624	0.01797801	0.01586244
ASV_734	0.017024	0.01863336	0.01471655	0.01772125
ASV_758	0.016859	0.02526437	0.01308877	0.01222249
ASV_759	0.017315	0.01663347	0.02351245	0.01180031
ASV_760	0.017578	0.01376985	0.02714513	0.01181757
ASV_646	0.017248	0.009245681	0.021659694	0.020839607
ASV_699	0.016946	0.01905714	0.01588324	0.01589638
ASV_798	0.017651	0.012057650	0.031359314	0.009536314
ASV_1120	0.017322	0.007313594	0.028728059	0.015925399
ASV_1907	0.017142	0.004488613	0.021941610	0.024996321
ASV_2863	0.017096	0.004227562	0.023047684	0.024011414
ASV_747	0.016992	0.01643268	0.02097178	0.01357101
ASV_667	0.01711	0.009971326	0.024053362	0.017304422
ASV_712	0.016632	0.02181218	0.01536786	0.01271588
ASV_726	0.01674	0.01193200	0.01792592	0.02036144
ASV_792	0.016979	0.009516777	0.024112794	0.017306139
ASV_2907	0.017173	0.002648953	0.035311779	0.013558051
ASV_719	0.01672	0.01539132	0.01792842	0.01683943
ASV_752	0.016547	0.01648830	0.01535715	0.01779416
ASV_1081	0.016375	0.01900938	0.01648991	0.01362675
ASV_725	0.016445	0.01169961	0.02087083	0.01676522
ASV_770	0.016602	0.024732397	0.015918348	0.009155857
ASV_791	0.016565	0.01421980	0.02048661	0.01498719
ASV_795	0.01666	0.008197671	0.025018340	0.016762747
ASV_833	0.016351	0.01919952	0.01441457	0.01543894
ASV_871	0.016365	0.01962668	0.01586415	0.01360514
ASV_1578	0.016296	0.01565818	0.01824560	0.01498321
ASV_2745	0.016623	0.01507648	0.02301374	0.01177812
ASV_688	0.016086	0.008147961	0.014251524	0.025858849
ASV_740	0.017757	0.0040644211	0.0482909112	0.0009170495
ASV_783	0.01602	0.02042245	0.01319221	0.01444493
ASV_788	0.015938	0.01888382	0.01271984	0.01621082
ASV_802	0.016036	0.000000000	0.008706707	0.039402196
ASV_1002	0.016217	0.020872144	0.020476185	0.007302173
ASV_2295	0.016931	0.004242366	0.036127623	0.010422371
ASV_754	0.016366	0.01469967	0.02305670	0.01134150
ASV_789	0.016477	0.01027566	0.02458792	0.01456706
ASV_856	0.016126	0.02189369	0.01281420	0.01366878
ASV_865	0.01631	0.01542255	0.01899753	0.01450866
ASV_1935	0.015896	0.01686488	0.01584423	0.01497846
ASV_2045	0.016227	0.01013555	0.02356332	0.01498231
ASV_806	0.015766	0.01770204	0.01275436	0.01684122
ASV_807	0.016202	0.006520346	0.023448241	0.018636012
ASV_916	0.017091	0.004942844	0.043614384	0.002716892
ASV_1057	0.015747	0.01372774	0.01632518	0.01718767
ASV_1830	0.016018	0.00959979	0.02527842	0.01317531
ASV_1862	0.015517	0.02138292	0.01020830	0.01495917
ASV_702	0.016078	0.01288818	0.02400799	0.01133871
ASV_714	0.015979	0.008940226	0.020832139	0.018164469
ASV_723	0.015439	0.000000000	0.005118806	0.041198968
ASV_732	0.015776	0.01286263	0.01535679	0.01910801
ASV_766	0.015785	0.01732885	0.01595003	0.01407505
ASV_805	0.016164	0.008809255	0.026057103	0.013626013
ASV_808	0.015516	0.02016743	0.01316173	0.01321803
ASV_891	0.015672	0.01443191	0.01671644	0.01586906
ASV_892	0.016034	0.01349776	0.01999759	0.01460635
ASV_1569	0.015571	0.01622887	0.01593875	0.01454633
ASV_1574	0.015968	0.008259189	0.024285966	0.015358516
ASV_1850	0.016058	0.001340744	0.027300029	0.019533304
ASV_745	0.01592	0.01355122	0.02058249	0.01362523
ASV_1781	0.015596	0.01350080	0.01739130	0.01589567
ASV_698	0.01519	0.027063479	0.006220144	0.012287320
ASV_848	0.015733	0.004387592	0.023698195	0.019114108
ASV_952	0.015475	0.005358095	0.018396723	0.022670971
ASV_963	0.015618	0.01602998	0.01952222	0.01130213
ASV_1103	0.015576	0.01381352	0.02115672	0.01175723
ASV_1797	0.015328	0.01598350	0.01639514	0.01360598
ASV_736	0.015523	0.01808547	0.01984556	0.00863801
ASV_746	0.015219	0.01068591	0.01119029	0.02378131
ASV_753	0.015455	0.01362763	0.01552635	0.01721102
ASV_765	0.015088	0.02362215	0.01077054	0.01087195
ASV_772	0.015478	0.01727479	0.01783842	0.01132025
ASV_782	0.015241	0.023367292	0.013280784	0.009075412
ASV_787	0.015374	0.01455081	0.01430405	0.01726710
ASV_832	0.01531	0.01586970	0.01372206	0.01633854
ASV_860	0.01529	0.006930785	0.017779004	0.021161514
ASV_914	0.015543	0.008225941	0.022026755	0.016375348
ASV_1564	0.015209	0.01482826	0.01950640	0.01129204
ASV_1758	0.015119	0.020772037	0.015965472	0.008619864
ASV_748	0.015172	0.004211165	0.020619261	0.020685774
ASV_799	0.015198	0.01138159	0.01835148	0.01586024
ASV_817	0.014835	0.01351697	0.01170750	0.01928180
ASV_820	0.014459	0.028492458	0.006688178	0.008194910
ASV_830	0.015858	0.0080067560	0.0386716558	0.0008951663
ASV_838	0.015365	0.01391459	0.01947885	0.01270075
ASV_854	0.015072	0.01452198	0.01483773	0.01585647
ASV_959	0.015051	0.01630654	0.01526556	0.01358213
ASV_1193	0.014791	0.01322203	0.01218723	0.01896236
ASV_717	0.01511	0.004792451	0.016366575	0.024171577
ASV_773	0.015289	0.01163018	0.02154764	0.01269062
ASV_804	0.015131	0.01396693	0.02097657	0.01044979
ASV_1060	0.014979	0.01482811	0.02007288	0.01003720
ASV_729	0.014988	0.01497551	0.01676401	0.01322386
ASV_777	0.015367	0.005075285	0.027377720	0.013647893
ASV_977	0.015033	0.00771181	0.02246188	0.01492680
ASV_1051	0.014814	0.01237914	0.01799139	0.01407260
ASV_1083	0.014727	0.019130018	0.015489484	0.009561578
ASV_716	0.014902	0.002337863	0.019492583	0.022875813
ASV_831	0.014582	0.01335293	0.01325952	0.01713435
ASV_869	0.014242	0.023864147	0.009694922	0.009166004
ASV_889	0.014873	0.01546229	0.01873363	0.01042350
ASV_1442	0.014341	0.01761186	0.01174145	0.01366984
ASV_1602	0.014942	0.009615139	0.024749723	0.010462412
ASV_750	0.01453	0.01286141	0.01532632	0.01540268
ASV_779	0.014266	0.02209473	0.01022731	0.01047470
ASV_814	0.014545	0.01320361	0.01637388	0.01405843
ASV_1030	0.014451	0.01325274	0.01372730	0.01637269
ASV_737	0.014311	0.01345709	0.01177293	0.01770280
ASV_835	0.014323	0.018382726	0.016878163	0.007709176
ASV_839	0.014366	0.018205835	0.015387578	0.009504599
ASV_1101	0.014385	0.008158838	0.015001660	0.019993590
ASV_1113	0.014965	0.005176856	0.034771915	0.004944825
ASV_1154	0.014332	0.01784435	0.01473315	0.01041898
ASV_1899	0.014496	0.01006258	0.02203950	0.01138522
ASV_764	0.014714	0.003756675	0.032240324	0.008145753
ASV_821	0.014514	0.016679251	0.019126587	0.007735969
ASV_1032	0.013988	0.01436277	0.01129612	0.01630547
ASV_1139	0.014201	0.018596644	0.019006354	0.004999983
ASV_1297	0.013828	0.018082749	0.009266409	0.014134362
ASV_1318	0.014227	0.01328967	0.01805789	0.01133447
ASV_1480	0.014189	0.004685544	0.019315262	0.018566933
ASV_769	0.014116	0.01173814	0.01796618	0.01264242
ASV_784	0.013613	0.020131344	0.007582886	0.013125750
ASV_809	0.014152	0.016912662	0.020057198	0.005486767
ASV_818	0.014221	0.006928359	0.018490010	0.017245782
ASV_1052	0.013941	0.01292001	0.01440156	0.01450090
ASV_1090	0.014152	0.005968345	0.028757745	0.007730189
ASV_1201	0.014056	0.017836033	0.016639521	0.007692281
ASV_1263	0.014271	0.005029192	0.023643317	0.014140543
ASV_1547	0.014147	0.012423691	0.020958637	0.009059891
ASV_1937	0.013941	0.01367575	0.01542562	0.01272117
ASV_2083	0.014843	0.003737462	0.038950247	0.001840974
ASV_757	0.013598	0.023665507	0.010282895	0.006846328
ASV_761	0.014113	0.00398056	0.01896800	0.01939192
ASV_823	0.014236	0.002916102	0.023515728	0.016274999
ASV_849	0.015187	0.0004661222	0.0450961422	0.0000000000
ASV_1043	0.013943	0.006986687	0.016090838	0.018751242
ASV_1085	0.013896	0.01020935	0.01741274	0.01406641
ASV_1218	0.01406	0.01277685	0.01760531	0.01179674
ASV_2438	0.01402	0.006492594	0.022386250	0.013180387
ASV_780	0.013518	0.007028001	0.008513915	0.025012794
ASV_785	0.013731	0.007266528	0.016892818	0.017032606
ASV_790	0.013837	0.013097566	0.018891493	0.009520608
ASV_844	0.014169	0.006624119	0.022686793	0.013197000
ASV_937	0.013733	0.01240673	0.01289610	0.01589681
ASV_1235	0.013862	0.005636557	0.022386258	0.013562883
ASV_1512	0.013649	0.01083002	0.01687204	0.01324456
ASV_2526	0.013471	0.01779309	0.01261410	0.01000684
ASV_755	0.0135	0.01012368	0.01317501	0.01720084
ASV_894	0.013415	0.01485326	0.01174207	0.01364989
ASV_898	0.013559	0.01365265	0.01431199	0.01271209
ASV_902	0.013748	0.019365016	0.016433203	0.005445209
ASV_927	0.013287	0.004174241	0.004111317	0.031575102
ASV_1048	0.013548	0.008791089	0.015959512	0.015894261
ASV_1065	0.013164	0.028002058	0.005575025	0.005915811
ASV_1132	0.013756	0.008320086	0.021067242	0.011879792
ASV_1165	0.01338	0.01075401	0.01438272	0.01500461
ASV_1247	0.013291	0.01226502	0.01214673	0.01546230
ASV_1347	0.01372	0.006364828	0.022578918	0.012217693
ASV_2461	0.013511	0.01057964	0.01732153	0.01263322
ASV_794	0.013517	0.01006771	0.01594510	0.01453685
ASV_827	0.013335	0.01489143	0.01430276	0.01081010
ASV_878	0.013625	0.006023139	0.020810917	0.014041694
ASV_883	0.013541	0.01151698	0.01586292	0.01324309
ASV_907	0.014048	0.015604552	0.021958152	0.004581814
ASV_934	0.013279	0.01829527	0.01017172	0.01136973
ASV_1015	0.012854	0.01458112	0.00866695	0.01531313
ASV_1078	0.013512	0.009315507	0.018984136	0.012236244
ASV_1322	0.013303	0.017558799	0.012795577	0.009553823
ASV_1443	0.013354	0.01272368	0.01645552	0.01088335
ASV_1819	0.01342	0.01300470	0.01594810	0.01130843
ASV_2713	0.013595	0.007898029	0.021986722	0.010898787
ASV_884	0.013333	0.014132920	0.015892562	0.009974717
ASV_924	0.013254	0.01186047	0.01378515	0.01411491
ASV_940	0.013356	0.01488271	0.01425159	0.01093419
ASV_1046	0.012933	0.017964394	0.011280495	0.009555363
ASV_1056	0.013463	0.011416629	0.019403832	0.009567827
ASV_1084	0.013139	0.01449126	0.01226688	0.01265770
ASV_1155	0.013347	0.013002745	0.017535518	0.009503211
ASV_1401	0.01337	0.009896977	0.018884821	0.011329405
ASV_1686	0.013123	0.007104508	0.011250826	0.021012746
ASV_2051	0.01315	0.009135571	0.014968205	0.015347360
ASV_2662	0.013232	0.007671782	0.017953080	0.014070545
ASV_840	0.013508	0.01147886	0.02132832	0.00771602
ASV_858	0.013251	0.01318329	0.01442319	0.01214678
ASV_875	0.013072	0.015621476	0.014928684	0.008666577
ASV_982	0.0135	0.006783407	0.023725141	0.009991671
ASV_990	0.013176	0.01327375	0.01493440	0.01132088
ASV_1006	0.013061	0.005042056	0.017804953	0.016337283
ASV_1047	0.013019	0.009465576	0.015883326	0.013706826
ASV_1383	0.012799	0.007282346	0.010153152	0.020960422
ASV_1440	0.013072	0.008085676	0.018004511	0.013126252
ASV_2147	0.013038	0.01120285	0.01747253	0.01043765
ASV_2301	0.013262	0.01311867	0.01981321	0.00685396
ASV_2916	0.013682	0.004230734	0.035001691	0.001812328
ASV_864	0.012905	0.01077832	0.01074670	0.01718854
ASV_890	0.013153	0.014377177	0.017364745	0.007716954
ASV_1439	0.013438	0.005090065	0.028375453	0.006848067
ASV_1461	0.012573	0.01418070	0.01324897	0.01028880
ASV_1565	0.012731	0.01116888	0.01290920	0.01411557
ASV_1785	0.012863	0.012518587	0.017463898	0.008607048
ASV_1842	0.012811	0.005929767	0.013936550	0.018566595
ASV_2522	0.012882	0.013214091	0.016380680	0.009050894
ASV_825	0.012715	0.013818710	0.014335623	0.009990273
ASV_841	0.012698	0.005461868	0.011737625	0.020894596
ASV_855	0.012666	0.016063288	0.014643070	0.007291051
ASV_879	0.012763	0.024467252	0.009743316	0.004078304
ASV_880	0.013099	0.01676035	0.01847849	0.00405689
ASV_923	0.013	0.016080444	0.017972612	0.004946756
ASV_1011	0.012289	0.020644694	0.007656612	0.008566269
ASV_1079	0.012729	0.004012175	0.019199052	0.014976424
ASV_1093	0.013234	0.007305713	0.027841086	0.004554405
ASV_1127	0.01309	0.005093098	0.030066711	0.004110511
ASV_1134	0.012722	0.009941645	0.016918341	0.011305948
ASV_1852	0.01269	0.007002379	0.014316887	0.016750986
ASV_813	0.012545	0.01021029	0.01433081	0.01309517
ASV_837	0.012779	0.01030202	0.01534291	0.01269140
ASV_1000	0.012328	0.017068425	0.011754936	0.008160068
ASV_1033	0.012717	0.01194571	0.01536799	0.01083826
ASV_1053	0.012503	0.01074191	0.01179506	0.01497081
ASV_1069	0.012569	0.004671768	0.016198736	0.016837235
ASV_1213	0.012527	0.01101764	0.01382432	0.01274019
ASV_1824	0.012876	0.007350292	0.022640772	0.008637856
ASV_1990	0.012519	0.016403158	0.017960234	0.003194721
ASV_2700	0.012672	0.010484251	0.019859510	0.007670912
ASV_870	0.012352	0.014614483	0.009747996	0.012694945
ASV_887	0.012467	0.014337729	0.015828079	0.007236489
ASV_900	0.011991	0.018721342	0.007009082	0.010242118
ASV_906	0.012808	0.011467853	0.018318780	0.008636042
